diff,pctl
33.59,0.06603078
33.59,0.0667783
33.58,0.06702747
33.58,0.06777499
33.58,0.06802416
33.58,0.06902085
33.57,0.0695192
33.57,0.06976837
33.56,0.07051589
33.55,0.07101423
33.54,0.07126341
33.54,0.07151258
33.51,0.07176175
32.8,0.07201092
32.8,0.07250927
32.8,0.07275844
32.79,0.07525017
32.79,0.07624686
32.79,0.07674521
32.78,0.07898776
32.78,0.07923693
32.77,0.08197783
32.76,0.08247618
32.76,0.08272535
32.73,0.08297452
32.72,0.0832237
32.67,0.08347287
32.66,0.08372204
32,0.08397122
32,0.08422039
32,0.08970219
31.99,0.09069888
31.99,0.09094805
31.99,0.09169557
31.99,0.09343978
31.98,0.09368895
31.98,0.09393813
31.98,0.09468564
31.98,0.09493482
31.97,0.09568233
31.97,0.09667903
31.96,0.0969282
31.96,0.09717737
31.85,0.09792489
31.2,0.09817406
31.2,0.09991827
31.2,0.1031575
31.2,0.1036559
31.19,0.1051509
31.19,0.1054001
31.19,0.1061476
31.19,0.1088885
31.18,0.1091377
31.18,0.1116294
31.18,0.1126261
31.18,0.1133736
31.17,0.1136228
31.17,0.1138719
31.16,0.1143703
31.16,0.1148686
31.15,0.1151178
31.14,0.115367
30.4,0.1156162
30.4,0.1193537
30.4,0.1201013
30.4,0.1220946
30.39,0.1228422
30.39,0.1235897
30.39,0.1238389
30.39,0.1250847
30.39,0.1253339
30.38,0.1263306
30.38,0.1275764
30.37,0.1300682
30.36,0.1305665
30.36,0.1310649
30.35,0.131314
30.34,0.1315632
30.33,0.1318124
29.6,0.1320616
29.6,0.1325599
29.6,0.1357991
29.6,0.1367958
29.59,0.1405334
29.59,0.1407826
29.59,0.142776
29.58,0.1437727
29.58,0.1447694
29.58,0.1450185
29.57,0.1472611
29.57,0.1475103
29.57,0.1477594
29.56,0.148507
29.53,0.1492545
29.52,0.1495036
28.8,0.1497528
28.8,0.1517462
28.8,0.1524937
28.8,0.1559821
28.79,0.1569788
28.79,0.1592214
28.79,0.1594706
28.79,0.1597197
28.78,0.1622115
28.78,0.1624606
28.78,0.1654507
28.78,0.1656999
28.78,0.1661982
28.77,0.1664474
28.77,0.1669457
28.76,0.1671949
28.76,0.1676933
28.76,0.1679424
28.65,0.1686899
28.64,0.1691883
28,0.1694375
28,0.1699358
28,0.1709325
28,0.1799027
28,0.1801519
27.99,0.1806502
27.99,0.1833911
27.99,0.1841387
27.99,0.1856337
27.98,0.186132
27.98,0.1863812
27.98,0.1896205
27.98,0.1901188
27.97,0.1908663
27.96,0.1916138
27.96,0.1921122
27.95,0.1926105
27.93,0.1928597
27.73,0.1931089
27.2,0.1933581
27.2,0.1938564
27.2,0.1995874
27.2,0.2000857
27.2,0.2018299
27.19,0.2050692
27.19,0.2058167
27.19,0.2060659
27.18,0.2112985
27.18,0.2147869
27.18,0.2150361
27.17,0.2170295
27.16,0.2187737
27.16,0.219272
27.14,0.2195212
27.11,0.2197704
27.09,0.2200195
27.09,0.2202687
26.4,0.2205179
26.4,0.2259997
26.4,0.2262489
26.4,0.2277439
26.4,0.2312323
26.39,0.2314815
26.39,0.2334749
26.39,0.2342224
26.39,0.2344716
26.39,0.2397042
26.39,0.2402025
26.39,0.2407009
26.38,0.2424451
26.38,0.2439401
26.38,0.2454352
26.38,0.2459335
26.37,0.2489236
26.37,0.2494219
26.37,0.2499203
26.36,0.2501694
26.36,0.2504186
26.35,0.2506678
26.34,0.250917
26.33,0.2511661
26.33,0.2514153
25.6,0.2516645
25.6,0.2519136
25.6,0.2559004
25.6,0.2571463
25.6,0.2573954
25.6,0.2666148
25.59,0.266864
25.59,0.2723458
25.59,0.2733425
25.59,0.2768309
25.58,0.2770801
25.58,0.2775784
25.58,0.2793226
25.58,0.2795718
25.58,0.2840569
25.57,0.2850536
25.57,0.2858011
25.57,0.2860503
25.57,0.2867978
25.56,0.2875453
25.56,0.2880437
25.56,0.2882929
25.55,0.288542
25.55,0.2890404
25.55,0.2892896
25.54,0.2895387
25.3,0.2897879
25,0.2900371
24.8,0.2902862
24.8,0.2950205
24.8,0.2970139
24.8,0.2975123
24.8,0.3079775
24.79,0.3107184
24.79,0.3152035
24.79,0.3154527
24.79,0.3169477
24.78,0.3244229
24.78,0.3246721
24.78,0.3249213
24.78,0.3311506
24.78,0.3313998
24.78,0.3316489
24.77,0.3328948
24.77,0.3333931
24.77,0.3336423
24.76,0.3341407
24.76,0.3343898
24.76,0.3348882
24.75,0.3351373
24.73,0.3356357
24.72,0.336134
24.69,0.3363832
24,0.3366324
24,0.3383766
24,0.3393733
24,0.3396225
24,0.3593071
24,0.3600546
23.99,0.3615497
23.99,0.3700215
23.99,0.3705199
23.99,0.370769
23.99,0.3777459
23.98,0.3799884
23.98,0.3804868
23.98,0.383726
23.98,0.3842244
23.97,0.3859686
23.97,0.3864669
23.97,0.3867161
23.96,0.3899553
23.96,0.3904537
23.95,0.3907029
23.94,0.390952
23.93,0.3914504
23.93,0.3916996
23.92,0.3919487
23.86,0.3921979
23.69,0.3924471
23.2,0.3926962
23.2,0.3944405
23.2,0.4076466
23.2,0.4083941
23.2,0.4091416
23.19,0.4163677
23.19,0.4166168
23.19,0.418361
23.19,0.4196069
23.19,0.4201053
23.19,0.435554
23.19,0.4358031
23.18,0.4367998
23.18,0.4415341
23.18,0.4420325
23.18,0.4452717
23.17,0.4460192
23.17,0.4485109
23.17,0.4487601
23.17,0.4490093
23.16,0.450006
23.16,0.4502552
23.16,0.4507535
23.14,0.4510027
23.14,0.4512518
23.09,0.451501
23.06,0.4517502
22.4,0.4519994
22.4,0.4669497
22.4,0.4696906
22.4,0.4779133
22.39,0.4784117
22.39,0.4814017
22.39,0.4819001
22.39,0.4916178
22.39,0.491867
22.39,0.493362
22.38,0.4961029
22.38,0.499093
22.38,0.5013356
22.38,0.5015847
22.37,0.5088107
22.37,0.5090599
22.37,0.5100566
22.37,0.5108041
22.36,0.5118008
22.36,0.51205
22.35,0.5122992
22.35,0.5125483
22.34,0.5130467
22.31,0.5132959
22.29,0.513545
22.29,0.5137942
22.23,0.5140434
22.19,0.5142925
21.6,0.5145417
21.6,0.5157876
21.6,0.5262528
21.6,0.5277479
21.6,0.5282462
21.6,0.5486784
21.59,0.5489276
21.59,0.5496751
21.59,0.5686122
21.59,0.5696089
21.59,0.5733465
21.59,0.5768349
21.58,0.5775824
21.58,0.5810708
21.58,0.5823167
21.58,0.5825659
21.58,0.5880477
21.58,0.5882969
21.57,0.5895427
21.57,0.5905394
21.57,0.5910378
21.56,0.5930311
21.56,0.5940278
21.55,0.594277
21.54,0.5945262
21.54,0.5950245
21.51,0.5955229
21.5,0.595772
21.49,0.5960212
21.47,0.5962704
21.38,0.5965196
20.8,0.5967687
20.8,0.607234
20.8,0.6097257
20.8,0.6102241
20.8,0.6301579
20.79,0.6351413
20.79,0.6376331
20.79,0.6495934
20.79,0.6500917
20.79,0.6543276
20.79,0.6545768
20.78,0.669278
20.78,0.6697763
20.78,0.6799924
20.78,0.6809891
20.77,0.682235
20.77,0.6827333
20.77,0.6832317
20.77,0.6852251
20.76,0.6854742
20.76,0.6859726
20.75,0.6862217
20.75,0.6864709
20.74,0.6867201
20.74,0.6869693
20.69,0.6872184
20.68,0.6874676
20.4,0.6877168
20,0.687966
20,0.6897102
20,0.6912052
20,0.6914544
20,0.7305745
20,0.7315712
19.99,0.7340629
19.99,0.7455249
19.99,0.7490133
19.99,0.75001
19.99,0.7679504
19.98,0.7711897
19.98,0.7719372
19.98,0.778914
19.98,0.7791632
19.98,0.7814057
19.97,0.7838975
19.97,0.7841466
19.97,0.7843958
19.96,0.7866384
19.96,0.7876351
19.96,0.7886317
19.94,0.7888809
19.94,0.7891301
19.89,0.7893793
19.2,0.7896284
19.2,0.7958578
19.2,0.7961069
19.2,0.8294961
19.2,0.8304928
19.2,0.8349779
19.19,0.8499282
19.19,0.8509249
19.19,0.8544133
19.19,0.8581509
19.19,0.8593968
19.19,0.8912909
19.19,0.8915401
19.18,0.8917893
19.18,0.8975202
19.18,0.9020053
19.18,0.9054938
19.17,0.9059921
19.17,0.9064905
19.17,0.9089822
19.17,0.9092314
19.17,0.9097297
19.16,0.910228
19.16,0.9104772
19.15,0.9117231
19.14,0.9119723
19.13,0.9122214
19.11,0.9124706
19.09,0.9127198
19.06,0.9129689
18.4,0.9132181
18.4,0.9543316
18.4,0.9553283
18.4,0.9603118
18.4,0.978003
18.39,0.9797472
18.39,0.9869732
18.39,0.9882191
18.39,0.9884683
18.39,1.017621
18.39,1.018369
18.39,1.020612
18.38,1.026841
18.38,1.028087
18.38,1.029333
18.38,1.030578
18.38,1.031077
18.38,1.038303
18.37,1.038552
18.37,1.041044
18.37,1.041293
18.37,1.042539
18.37,1.043037
18.36,1.043286
18.36,1.043785
18.36,1.044034
18.35,1.044283
18.35,1.044532
18.35,1.04528
18.34,1.046526
18.33,1.047024
18.33,1.047273
18.32,1.047522
18.3,1.048021
18.21,1.048519
18.2,1.048768
17.6,1.049017
17.6,1.054499
17.6,1.079915
17.6,1.080413
17.6,1.088137
17.6,1.089134
17.6,1.138719
17.59,1.139218
17.59,1.140214
17.59,1.187557
17.59,1.188803
17.59,1.19578
17.59,1.204999
17.58,1.206245
17.58,1.208986
17.58,1.210232
17.58,1.218953
17.58,1.219202
17.57,1.220946
17.57,1.221694
17.57,1.221943
17.56,1.223687
17.56,1.225432
17.55,1.225681
17.55,1.22593
17.53,1.226179
17.52,1.226428
17.48,1.226677
17.43,1.226927
16.8,1.227176
16.8,1.25309
16.8,1.261811
16.8,1.262558
16.8,1.31937
16.8,1.319619
16.79,1.331081
16.79,1.337808
16.79,1.362975
16.79,1.364221
16.79,1.373689
16.79,1.373939
16.78,1.40359
16.78,1.404088
16.78,1.420035
16.78,1.420534
16.78,1.421281
16.77,1.42178
16.77,1.423275
16.77,1.423773
16.77,1.426265
16.76,1.426763
16.76,1.427012
16.76,1.428009
16.75,1.428258
16.75,1.428507
16.74,1.429006
16.73,1.429504
16.73,1.429753
16.66,1.430252
16,1.430501
16,1.43374
16,1.435983
16,1.436481
16,1.540137
16,1.541133
16,1.542628
15.99,1.546117
15.99,1.577762
15.99,1.586981
15.99,1.588476
15.99,1.62336
15.99,1.629839
15.98,1.630088
15.98,1.631085
15.98,1.637563
15.98,1.638311
15.98,1.641301
15.97,1.645038
15.97,1.645537
15.97,1.648776
15.96,1.649274
15.96,1.650022
15.96,1.650271
15.95,1.651766
15.94,1.652015
15.2,1.652264
15.2,1.672946
15.2,1.673444
15.2,1.751934
15.2,1.754425
15.2,1.766635
15.19,1.807001
15.19,1.808496
15.19,1.818712
15.19,1.825689
15.19,1.827433
15.19,1.827682
15.19,1.910906
15.19,1.911404
15.18,1.914643
15.18,1.921122
15.18,1.921371
15.18,1.926105
15.17,1.933581
15.17,1.934826
15.17,1.938066
15.17,1.938813
15.16,1.940059
15.16,1.940308
15.16,1.940557
15.15,1.942302
15.15,1.943049
15.14,1.943298
15.13,1.943797
15.12,1.944046
15.09,1.944295
15.08,1.944544
15.05,1.944793
15.01,1.945042
14.95,1.945292
14.6,1.945541
14.4,1.94579
14.4,2.041472
14.4,2.042469
14.4,2.042967
14.4,2.06016
14.4,2.10252
14.39,2.109247
14.39,2.12345
14.39,2.124447
14.39,2.124945
14.39,2.198949
14.39,2.199199
14.39,2.202936
14.38,2.226358
14.38,2.226857
14.38,2.229598
14.38,2.231591
14.38,2.232089
14.37,2.244797
14.37,2.247289
14.37,2.247787
14.37,2.248286
14.37,2.249282
14.36,2.249532
14.36,2.25003
14.35,2.250777
14.35,2.251027
14.34,2.251525
14.33,2.251774
14.2,2.252023
14.19,2.252272
14,2.252522
13.6,2.252771
13.6,2.264482
13.6,2.320546
13.6,2.321044
13.6,2.342722
13.6,2.342971
13.6,2.344466
13.6,2.460332
13.59,2.461079
13.59,2.46382
13.59,2.55427
13.59,2.556512
13.59,2.566728
13.59,2.586911
13.58,2.590649
13.58,2.595134
13.58,2.597128
13.58,2.598124
13.58,2.610085
13.57,2.611829
13.57,2.612327
13.57,2.613324
13.57,2.614071
13.56,2.615566
13.56,2.61756
13.56,2.617809
13.55,2.618058
13.55,2.618307
13.54,2.619055
13.54,2.619553
13.53,2.619802
13.52,2.620051
13.5,2.62055
13.47,2.620799
12.81,2.621048
12.8,2.621297
12.8,2.692561
12.8,2.708508
12.8,2.710252
12.8,2.837828
12.8,2.838327
12.79,2.867729
12.79,2.878693
12.79,2.935753
12.79,2.93675
12.79,2.936999
12.79,2.962166
12.79,2.962415
12.78,3.031436
12.78,3.032183
12.78,3.032931
12.78,3.049874
12.78,3.050124
12.78,3.05112
12.78,3.052117
12.78,3.05436
12.77,3.054609
12.77,3.056602
12.77,3.056851
12.77,3.058845
12.76,3.059094
12.76,3.059841
12.76,3.06009
12.75,3.061336
12.75,3.061835
12.74,3.062084
12.74,3.062333
12.71,3.062831
12.7,3.063081
12.61,3.06333
12,3.063579
12,3.069559
12,3.074044
12,3.075788
12,3.333931
12,3.334679
12,3.339662
11.99,3.348383
11.99,3.417155
11.99,3.432105
11.99,3.432355
11.99,3.436092
11.99,3.504615
11.98,3.517821
11.98,3.520562
11.98,3.531775
11.98,3.532024
11.98,3.535263
11.97,3.540246
11.97,3.540496
11.97,3.54523
11.96,3.545479
11.96,3.545728
11.96,3.545977
11.95,3.546725
11.95,3.546974
11.94,3.547223
11.94,3.547472
11.93,3.547971
11.92,3.548469
11.9,3.548718
11.4,3.548967
11.2,3.549217
11.2,3.593569
11.2,3.593819
11.2,3.784187
11.2,3.784685
11.2,3.78917
11.2,3.810599
11.19,3.926713
11.19,3.929454
11.19,3.949886
11.19,3.959604
11.19,3.961847
11.19,4.117829
11.19,4.118327
11.18,4.122065
11.18,4.135022
11.18,4.139756
11.18,4.146484
11.17,4.14773
11.17,4.148228
11.17,4.152962
11.17,4.153461
11.16,4.155205
11.15,4.155703
11.15,4.155952
11.14,4.1567
11.1,4.156949
11.1,4.157198
10.95,4.157447
10.83,4.157696
10.73,4.157946
10.41,4.158195
10.4,4.158444
10.4,4.158942
10.4,4.446986
10.4,4.449976
10.4,4.450474
10.4,4.489844
10.4,4.604712
10.39,4.62938
10.39,4.66277
10.39,4.665012
10.39,4.666009
10.39,4.824732
10.39,4.826476
10.39,4.830712
10.38,4.871327
10.38,4.872075
10.38,4.876809
10.38,4.880297
10.38,4.880547
10.37,4.899235
10.37,4.901975
10.36,4.902972
10.36,4.90347
10.36,4.903969
10.35,4.904218
10.35,4.904467
10.35,4.904716
10.34,4.905215
10.33,4.906211
10.32,4.906461
10.29,4.906959
10.14,4.907208
10.11,4.907457
10,4.907706
9.61,4.907956
9.6,4.908454
9.6,4.93686
9.6,5.09035
9.6,5.090599
9.6,5.135949
9.6,5.136447
9.6,5.13869
9.6,5.490023
9.59,5.491518
9.59,5.493262
9.59,5.693099
9.59,5.699577
9.59,5.699827
9.59,5.716272
9.59,5.759628
9.58,5.766605
9.58,5.770592
9.58,5.771588
9.58,5.772087
9.58,5.787785
9.58,5.788034
9.57,5.791024
9.57,5.793266
9.57,5.793765
9.57,5.794014
9.56,5.798001
9.56,5.799496
9.56,5.799745
9.56,5.800243
9.55,5.800492
9.55,5.800742
9.55,5.800991
9.54,5.80124
9.53,5.801489
9.51,5.801738
9.41,5.801987
9.23,5.802237
9.15,5.802486
9.02,5.802735
8.83,5.802984
8.81,5.803233
8.8,5.803482
8.8,6.001824
8.8,6.044183
8.8,6.050911
8.8,6.05116
8.8,6.435135
8.8,6.435634
8.79,6.505153
8.79,6.522097
8.79,6.631733
8.79,6.634972
8.79,6.635221
8.79,6.676833
8.79,6.67783
8.78,6.808396
8.78,6.831569
8.78,6.831818
8.78,6.833064
8.78,6.834061
8.77,6.834559
8.77,6.837051
8.77,6.837549
8.76,6.841536
8.76,6.841785
8.76,6.842034
8.75,6.843031
8.75,6.84328
8.72,6.843779
8.7,6.844028
8.68,6.844277
8.31,6.844526
8,6.844775
8,6.855988
8,6.865208
8,6.866703
8,7.576097
8,7.576347
8,7.578091
8,7.585815
7.99,7.595284
7.99,7.703674
7.99,7.734322
7.99,7.734571
7.99,7.736066
7.99,7.865636
7.98,7.888062
7.98,7.890803
7.98,7.899524
7.98,7.899773
7.98,7.900022
7.98,7.901019
7.97,7.90675
7.97,7.90974
7.96,7.909989
7.96,7.911235
7.95,7.911484
7.95,7.911733
7.95,7.911982
7.94,7.912231
7.93,7.91273
7.93,7.913228
7.91,7.913477
7.91,7.913726
7.9,7.913976
7.76,7.914225
7.69,7.914474
7.58,7.914723
7.2,7.914972
7.2,8.007166
7.2,8.490312
7.2,8.498784
7.2,8.546127
7.19,8.799037
7.19,8.804768
7.19,8.833174
7.19,8.849121
7.19,8.852859
7.19,9.101533
7.19,9.103277
7.18,9.10552
7.18,9.115237
7.18,9.115487
7.18,9.117729
7.18,9.117978
7.18,9.124208
7.17,9.125453
7.17,9.125952
7.17,9.128693
7.16,9.128942
7.15,9.12944
7.14,9.129689
7.09,9.130188
7.05,9.130437
7,9.130686
6.43,9.130935
6.41,9.131184
6.4,9.131434
6.4,9.131683
6.4,9.13243
6.4,9.945481
6.4,9.951212
6.4,9.952209
6.4,10.06384
6.4,10.40296
6.39,10.46999
6.39,10.51858
6.39,10.52132
6.39,10.52182
6.39,10.78768
6.39,10.78868
6.39,10.79043
6.39,10.7994
6.38,10.85496
6.38,10.85596
6.38,10.8587
6.38,10.8597
6.38,10.87166
6.37,10.87191
6.37,10.8744
6.37,10.87514
6.37,10.87639
6.36,10.87689
6.35,10.87764
6.35,10.87789
6.34,10.87813
6.32,10.87838
6.3,10.87863
6.22,10.87888
6.17,10.87913
6.12,10.87938
6.04,10.87963
6,10.87988
5.6,10.88013
5.6,10.95762
5.6,11.43728
5.6,11.43852
5.6,11.59102
5.6,11.59326
5.6,11.59949
5.6,12.6804
5.59,12.68339
5.59,12.68887
5.59,13.02675
5.59,13.027
5.59,13.03298
5.59,13.03323
5.59,13.0569
5.59,13.13165
5.58,13.14386
5.58,13.14835
5.58,13.14885
5.58,13.1491
5.58,13.15931
5.57,13.16056
5.57,13.1618
5.57,13.1623
5.56,13.16579
5.56,13.16704
5.55,13.16728
5.55,13.16753
5.53,13.16778
5.52,13.16853
5.38,13.16878
5.15,13.16903
5,13.16928
4.81,13.16953
4.8,13.16978
4.8,14.03615
4.8,14.18142
4.8,14.20708
4.8,14.20883
4.8,15.93833
4.8,15.93908
4.79,16.23859
4.79,16.27646
4.79,16.5199
4.79,16.52289
4.79,16.52339
4.79,16.59291
4.79,16.59341
4.78,16.89366
4.78,16.91335
4.78,16.91385
4.78,16.91509
4.77,16.91559
4.77,16.91758
4.77,16.91783
4.77,16.91983
4.76,16.92057
4.76,16.92082
4.76,16.92132
4.76,16.92157
4.75,16.92307
4.73,16.92381
4.73,16.92406
4.71,16.92431
4.71,16.92456
4.69,16.92481
4.67,16.92506
4.66,16.92531
4.64,16.92556
4.54,16.92581
4.5,16.92606
4.4,16.9263
4.03,16.92655
4.01,16.9268
4,16.92705
4,16.96119
4,16.98785
4,16.99184
4,16.99234
4,20.83558
4,20.83583
4,20.83956
4,20.86249
4,20.88691
3.99,20.88715
3.99,21.15402
3.99,21.22703
3.99,21.22802
3.99,21.23301
3.99,21.57039
3.98,21.61723
3.98,21.61748
3.98,21.62296
3.98,21.62396
3.97,21.63019
3.96,21.63368
3.95,21.63542
3.95,21.63567
3.95,21.63592
3.94,21.63617
3.94,21.63642
3.93,21.63716
3.93,21.63741
3.93,21.63766
3.92,21.63791
3.89,21.63816
3.89,21.63841
3.86,21.63866
3.86,21.63891
3.85,21.63916
3.8,21.63941
3.43,21.63966
3.21,21.63991
3.2,21.64015
3.2,21.85644
3.2,21.85893
3.2,23.48628
3.2,23.48752
3.2,23.48777
3.2,23.51194
3.2,23.66867
3.19,24.30257
3.19,24.3078
3.19,24.35041
3.19,24.3686
3.19,24.37233
3.19,24.37258
3.19,24.67184
3.19,24.67259
3.18,24.67358
3.18,24.67608
3.18,24.67707
3.18,24.67882
3.17,24.67931
3.17,24.68006
3.13,24.68106
3.13,24.68131
3.12,24.68181
3.1,24.68206
3.09,24.6823
3.05,24.68255
3.04,24.6828
3,24.68305
2.4,24.68355
2.4,24.68405
2.4,25.7074
2.4,25.71787
2.4,25.72011
2.4,25.99096
2.4,26.48083
2.39,26.52718
2.39,26.53889
2.39,26.53964
2.39,26.54014
2.39,26.69313
2.39,26.69363
2.39,26.69413
2.39,26.69662
2.38,26.72029
2.38,26.72054
2.36,26.72153
2.34,26.72178
2.27,26.72203
1.6,26.72228
1.6,26.7462
1.6,27.07735
1.6,27.0776
1.6,27.28267
1.6,27.28317
1.6,27.28491
1.6,27.29364
1.59,27.9826
1.59,28.04539
1.59,28.04713
1.59,28.05511
1.59,28.06806
1.58,28.06881
1.56,28.06931
1.56,28.06956
1.55,28.06981
0.8,28.07006
0.8,28.29581
0.8,28.38352
0.8,28.39274
0.8,28.39323
0.8,29.16542
0.79,29.22348
0.79,29.22398
0.79,29.23818
0.79,29.24615
0.77,29.25961
0.76,29.25986
0,29.26011
