acc,pctl
81.08,99.57416
81.05,99.57815
81.03,99.5789
81.01,99.58239
81,99.58413
80.99,99.58438
80.95,99.58463
80.88,99.5936
80.87,99.59534
80.86,99.59609
80.85,99.59634
80.83,99.60107
80.82,99.60132
80.81,99.60307
80.77,99.60406
80.74,99.61079
80.72,99.61104
80.71,99.61204
80.7,99.61229
80.68,99.61478
80.66,99.61578
80.65,99.61602
80.61,99.61926
80.6,99.61976
80.58,99.622
80.56,99.6225
80.53,99.62524
80.52,99.62574
80.51,99.62749
80.49,99.62774
80.46,99.63048
80.45,99.63122
80.43,99.63147
80.42,99.63571
80.41,99.63596
80.39,99.63671
80.37,99.63945
80.36,99.64019
80.34,99.64368
80.33,99.64418
80.3,99.64568
80.29,99.64842
80.28,99.64867
80.26,99.65016
80.25,99.65091
80.23,99.65191
80.22,99.65315
80.21,99.65365
80.2,99.6539
80.19,99.65465
80.18,99.6549
80.17,99.65564
80.16,99.65589
80.15,99.65639
80,99.65664
79.89,99.68405
79.86,99.6843
79.84,99.6848
79.83,99.68505
79.82,99.68529
79.81,99.68679
79.8,99.68729
79.79,99.68754
79.78,99.68828
79.76,99.68928
79.75,99.69053
79.73,99.69127
79.72,99.69252
79.71,99.69277
79.7,99.69476
79.69,99.69501
79.66,99.69651
79.63,99.69925
79.61,99.70074
79.59,99.70149
79.58,99.70373
79.57,99.70398
79.55,99.70473
79.53,99.70847
79.52,99.70897
79.51,99.70922
79.49,99.70946
79.46,99.71196
79.45,99.71221
79.44,99.71345
79.41,99.71395
79.39,99.71819
79.38,99.71843
79.37,99.71918
79.35,99.72118
79.34,99.72167
79.31,99.72217
79.28,99.72566
79.27,99.72591
79.26,99.72666
79.25,99.72716
79.22,99.73089
79.2,99.73139
79.19,99.73164
79.17,99.73189
79.13,99.73538
79.12,99.73563
79.1,99.73588
79.09,99.73787
79.08,99.73812
79.07,99.73837
79.05,99.73986
79.03,99.74036
79.01,99.7426
79,99.74385
78.99,99.7446
78.95,99.74535
78.92,99.75207
78.89,99.75232
78.87,99.75282
78.86,99.75506
78.85,99.75556
78.83,99.75706
78.82,99.75731
78.8,99.7578
78.79,99.75805
78.76,99.76054
78.74,99.76179
78.72,99.76204
78.69,99.76453
78.68,99.76628
78.67,99.76653
78.65,99.76752
78.63,99.76802
78.62,99.76827
78.61,99.76852
78.57,99.76877
78.53,99.77649
78.52,99.77674
78.51,99.77699
78.5,99.77724
78.49,99.77774
78.48,99.77849
78.47,99.77948
78.46,99.77973
78.45,99.78148
78.43,99.78172
78.41,99.78347
78.38,99.78422
78.36,99.78671
78.34,99.78696
78.33,99.78721
78.31,99.7887
78.3,99.7892
78.29,99.78945
78.26,99.7897
78.22,99.79344
78.21,99.79368
78.18,99.79418
78.17,99.79643
78.16,99.79668
78.15,99.79717
78.13,99.79767
78.11,99.80141
78.1,99.80166
78.08,99.80241
78.05,99.80315
78.03,99.80789
78,99.80839
77.99,99.81038
77.97,99.81088
77.95,99.81387
77.94,99.81437
77.92,99.81486
77.91,99.81611
77.89,99.81661
77.88,99.81711
77.86,99.81761
77.78,99.8181
77.72,99.82782
77.7,99.82807
77.69,99.82832
77.68,99.82857
77.67,99.82882
77.66,99.82907
77.65,99.82982
77.63,99.83056
77.61,99.83131
77.59,99.83231
77.55,99.83455
77.53,99.83679
77.52,99.83729
77.5,99.83754
77.46,99.84003
77.45,99.84128
77.42,99.84178
77.39,99.84427
77.38,99.84452
77.37,99.84477
77.36,99.84526
77.34,99.84726
77.32,99.84751
77.27,99.848
77.22,99.85274
77.19,99.85374
77.17,99.85473
77.14,99.85523
77.11,99.85747
77.08,99.85797
77.05,99.86021
77.03,99.86221
77.01,99.86295
77,99.86395
76.99,99.86445
76.92,99.8647
76.85,99.87217
76.84,99.87242
76.83,99.87267
76.81,99.87292
76.79,99.87317
76.77,99.87417
76.74,99.87442
76.72,99.87591
76.71,99.87616
76.7,99.87691
76.67,99.87716
76.64,99.87965
76.62,99.8799
76.61,99.88015
76.6,99.88065
76.56,99.88289
76.54,99.88339
76.53,99.88413
76.52,99.88463
76.51,99.88488
76.47,99.88538
76.44,99.89136
76.42,99.89161
76.4,99.89186
76.39,99.89286
76.36,99.8931
76.35,99.8936
76.34,99.89385
76.32,99.8941
76.27,99.89634
76.25,99.89809
76.24,99.89884
76.19,99.89909
76.15,99.90357
76.14,99.90382
76.12,99.90482
76.09,99.90581
76.06,99.90806
76.04,99.9088
76,99.9093
75.96,99.91154
75.95,99.91179
75.93,99.91204
75.91,99.91379
75.9,99.91404
75.86,99.91453
75.81,99.91703
75.76,99.91952
75.71,99.92226
75.68,99.92301
75.64,99.9255
75.61,99.92575
75.58,99.92674
75.56,99.92699
75.53,99.92849
75.52,99.92899
75.51,99.92923
75.5,99.93048
75.47,99.93073
75.44,99.93198
75.42,99.93497
75.41,99.93522
75.38,99.93546
75.36,99.93571
75.34,99.93646
75.32,99.93771
75.31,99.93796
75.29,99.9387
75.26,99.9392
75.24,99.9397
75.2,99.9402
75.17,99.94045
75,99.94095
74.77,99.96063
74.76,99.96088
74.74,99.96113
74.73,99.96138
74.58,99.96163
74.51,99.96188
74.47,99.96237
74.42,99.96262
74.4,99.96312
74.36,99.96337
74.32,99.96362
74.29,99.96387
74.19,99.96412
74.16,99.96437
74.14,99.96462
74.07,99.96487
74.03,99.96536
73.96,99.96561
73.91,99.96586
73.83,99.96636
73.81,99.96661
73.74,99.96686
73.64,99.96711
73.61,99.96736
73.58,99.96786
73.53,99.96836
73.49,99.9686
73.47,99.96885
73.4,99.9691
73.33,99.96935
73.2,99.9696
73.13,99.96985
73.08,99.9701
72.97,99.97035
72.88,99.97085
72.73,99.9711
72.57,99.97159
72.55,99.97209
72.44,99.97234
72.41,99.97259
72.34,99.97309
72.31,99.97334
72.22,99.97359
72.09,99.97434
72,99.97483
71.93,99.97533
71.79,99.97583
71.62,99.97658
71.59,99.97683
71.43,99.97708
71.19,99.97882
71.11,99.97932
71.09,99.97957
70.97,99.97982
70.9,99.98007
70.73,99.98032
70.64,99.98056
70.54,99.98081
70,99.98106
69.81,99.98156
69.64,99.98181
69.57,99.98206
69.14,99.98231
69.12,99.98256
68.99,99.98281
68.97,99.98306
68.92,99.98355
68.75,99.9838
68.52,99.98455
68.42,99.9848
68.29,99.98505
68.25,99.9853
68.06,99.98555
68.03,99.9858
67.84,99.98605
67.8,99.9863
67.57,99.98654
67.44,99.98679
67.37,99.98704
67.27,99.98729
67.16,99.98779
66.99,99.98804
66.67,99.98829
66.33,99.98904
65.71,99.98929
65.41,99.98953
65.38,99.98978
65.31,99.99003
65.28,99.99028
65.12,99.99053
65,99.99078
64.84,99.99103
64.71,99.99128
64.47,99.99203
63.77,99.99252
63.64,99.99277
63.21,99.99302
62.79,99.99327
62.5,99.99352
62.26,99.99377
62.16,99.99402
62.12,99.99427
61.46,99.99452
61.05,99.99477
60.87,99.99502
60.78,99.99527
59.09,99.99551
58.48,99.99576
58.33,99.99601
57.8,99.99626
57.78,99.99651
57.14,99.99676
56.41,99.99701
56.36,99.99726
56,99.99751
54.95,99.99776
54.9,99.99801
54.05,99.99826
53.09,99.9985
52.58,99.999
52.17,99.99925
51.25,99.9995
50.91,99.99975
