consistency,pctl
92.01,1.841885
92,1.844377
91.99,1.845373
91.98,1.853596
91.97,1.858829
91.96,1.884493
91.95,1.890972
91.94,1.901188
91.93,1.929095
91.92,1.949777
91.91,1.970956
91.9,1.982917
91.89,2.001106
91.88,2.012568
91.87,2.029014
91.86,2.08134
91.85,2.101523
91.84,2.116722
91.83,2.168301
91.82,2.186989
91.81,2.194714
91.8,2.198451
91.79,2.206674
91.78,2.230096
91.77,2.272455
91.76,2.273203
91.75,2.290645
91.74,2.299117
91.73,2.31033
91.72,2.328768
91.71,2.363902
91.7,2.364151
91.69,2.409251
91.68,2.418222
91.67,2.459833
91.66,2.496213
91.65,2.526113
91.64,2.541811
91.63,2.558007
91.61,2.564237
91.6,2.607094
91.59,2.630517
91.58,2.670135
91.57,2.686082
91.56,2.706016
91.55,2.717727
91.54,2.783509
91.53,2.80419
91.52,2.826117
91.51,2.873211
91.5,2.905853
91.49,2.956435
91.48,3.010256
91.47,3.024957
91.46,3.03318
91.45,3.035921
91.44,3.036917
91.43,3.040406
91.42,3.067067
91.41,3.068562
91.4,3.106187
91.39,3.13559
91.38,3.155773
91.37,3.160756
91.36,3.175707
91.35,3.190408
91.34,3.227285
91.33,3.246721
91.32,3.269645
91.31,3.290077
91.3,3.303532
91.29,3.31026
91.28,3.316489
91.27,3.344397
91.26,3.382271
91.25,3.396972
91.23,3.425378
91.22,3.44581
91.21,3.465744
91.2,3.504116
91.19,3.508851
91.18,3.546227
91.17,3.586094
91.16,3.60852
91.15,3.650132
91.14,3.652374
91.13,3.700963
91.12,3.707192
91.11,3.733604
91.1,3.746811
91.09,3.774718
91.08,3.805366
91.07,3.822808
91.06,3.840998
91.05,3.882111
91.04,3.902294
91.03,3.958109
91.02,3.960352
91.01,3.985767
91,4.010186
90.99,4.023392
90.98,4.030868
90.97,4.052047
90.96,4.052296
90.95,4.108609
90.94,4.136018
90.93,4.158195
90.92,4.239425
90.91,4.293496
90.9,4.296984
90.89,4.31941
90.88,4.337101
90.87,4.371237
90.86,4.471156
90.85,4.495575
90.84,4.513764
90.83,4.59026
90.82,4.604712
90.81,4.604962
90.8,4.606207
90.79,4.642337
90.78,4.693916
90.77,4.742256
90.76,4.744997
90.75,4.752472
90.74,4.757704
90.73,4.772904
90.72,4.779881
90.71,4.840181
90.7,4.851643
90.69,4.905215
90.68,4.940846
90.67,4.966262
90.66,4.966511
90.65,5.055964
90.64,5.093589
90.63,5.15663
90.62,5.173325
90.61,5.175318
90.6,5.224156
90.59,5.238359
90.58,5.258791
90.57,5.338526
90.56,5.389856
90.55,5.43969
90.54,5.466352
90.53,5.504475
90.52,5.524409
90.51,5.569758
90.5,5.589941
90.49,5.609875
90.48,5.63853
90.47,5.68064
90.46,5.715275
90.45,5.74094
90.44,5.760874
90.43,5.811954
90.42,5.828898
90.41,5.860294
90.4,5.876988
90.39,5.916109
90.38,5.970677
90.37,6.073087
90.36,6.088785
90.35,6.089034
90.34,6.094267
90.33,6.151826
90.32,6.199667
90.31,6.275166
90.3,6.285632
90.29,6.31329
90.28,6.33123
90.27,6.423175
90.26,6.492445
90.25,6.495435
90.24,6.546017
90.23,6.567446
90.22,6.595104
90.21,6.686052
90.2,6.703993
90.19,6.706235
90.18,6.74685
90.17,6.747349
90.16,6.752332
90.15,6.753827
90.14,6.791203
90.13,6.792698
90.12,6.812632
90.11,6.879161
90.1,6.903829
90.09,6.966621
90.08,7.000757
90.07,7.043615
90.06,7.0481
90.05,7.105908
90.04,7.123101
90.03,7.171441
90.02,7.269615
90.01,7.28905
90,7.290047
89.99,7.349101
89.98,7.386477
89.97,7.458488
89.96,7.518289
89.95,7.596031
89.94,7.619453
89.93,7.622693
89.92,7.662311
89.91,7.721365
89.9,7.757246
89.89,7.821034
89.88,7.906999
89.87,7.943378
89.86,8.004674
89.85,8.022864
89.84,8.078928
89.83,8.086154
89.82,8.087151
89.81,8.101354
89.8,8.10235
89.79,8.104842
89.78,8.132749
89.77,8.190557
89.76,8.235658
89.75,8.293217
89.74,8.399613
89.73,8.444464
89.72,8.446458
89.71,8.48483
89.7,8.512489
89.69,8.539648
89.68,8.546625
89.67,8.590729
89.66,8.700116
89.65,8.725282
89.64,8.769136
89.63,8.866812
89.62,8.906929
89.61,8.944803
89.6,9.036997
89.59,9.086333
89.58,9.115487
89.57,9.159341
89.56,9.209674
89.55,9.233096
89.54,9.309343
89.53,9.373131
89.52,9.440657
89.51,9.488997
89.5,9.537585
89.49,9.586921
89.48,9.634513
89.47,9.686092
89.46,9.741907
89.45,9.835596
89.44,9.904367
89.43,9.907856
89.42,9.922557
89.41,9.961926
89.4,9.962176
89.39,9.984103
89.38,9.991578
89.37,10.0459
89.36,10.09274
89.35,10.12264
89.34,10.16301
89.33,10.18693
89.32,10.26143
89.31,10.29407
89.3,10.33319
89.29,10.37705
89.28,10.38253
89.27,10.38876
89.26,10.45778
89.25,10.50936
89.24,10.541
89.23,10.59084
89.22,10.63918
89.21,10.6925
89.2,10.77597
89.19,10.86717
89.18,10.96809
89.17,11.02216
89.16,11.06626
89.15,11.07872
89.14,11.14525
89.13,11.18561
89.12,11.23096
89.11,11.28279
89.09,11.31967
89.08,11.40887
89.07,11.48412
89.06,11.48861
89.05,11.55763
89.04,11.62092
89.03,11.65605
89.01,11.73205
89,11.84468
88.99,11.95581
88.98,12.02184
88.97,12.06146
88.96,12.06195
88.95,12.13696
88.94,12.13745
88.93,12.14642
88.92,12.20299
88.91,12.25157
88.9,12.28795
88.89,12.33505
88.88,12.34302
88.87,12.39784
88.86,12.47334
88.85,12.50075
88.84,12.5157
88.83,12.56005
88.82,12.65374
88.81,12.72201
88.8,12.72251
88.79,12.726
88.78,12.83663
88.77,12.84211
88.76,12.91612
88.75,12.98464
88.74,12.98938
88.73,13.03223
88.72,13.03846
88.71,13.1182
88.7,13.16828
88.69,13.2819
88.68,13.42642
88.67,13.51712
88.66,13.54503
88.64,13.64046
88.63,13.66588
88.62,13.70973
88.61,13.70998
88.6,13.75159
88.59,13.75683
88.58,13.80616
88.57,13.90434
88.56,13.97809
88.55,14.0065
88.54,14.01123
88.53,14.09695
88.52,14.16547
88.51,14.22926
88.5,14.2766
88.49,14.35858
88.48,14.44753
88.47,14.57984
88.46,14.58433
88.45,14.70044
88.44,14.78217
88.43,14.81905
88.42,14.87586
88.41,14.92495
88.4,14.93865
88.39,14.95884
88.38,14.97304
88.37,15.0164
88.36,15.01714
88.35,15.05601
88.34,15.08342
88.33,15.1816
88.32,15.25834
88.31,15.27205
88.3,15.31914
88.29,15.35128
88.28,15.39564
88.27,15.45818
88.26,15.48459
88.25,15.60419
88.24,15.64655
88.23,15.71732
88.22,15.73102
88.21,15.7375
88.2,15.80204
88.19,15.82695
88.18,15.85411
88.17,15.86358
88.16,15.94656
88.15,15.96923
88.14,16.07239
88.13,16.17879
88.12,16.17904
88.11,16.30113
88.1,16.41151
88.09,16.53236
88.08,16.59889
88.07,16.60711
88.06,16.6101
88.05,16.64698
88.04,16.68685
88.03,16.6876
88.02,16.72597
88.01,16.77855
88,16.81443
87.99,16.87248
87.98,16.94948
87.97,16.98187
87.96,17.07506
87.95,17.16352
87.94,17.20289
87.93,17.26094
87.92,17.36709
87.91,17.46651
87.9,17.49267
87.89,17.53603
87.88,17.62474
87.87,17.75406
87.86,17.82158
87.85,17.92499
87.84,17.93222
87.83,18.05207
87.82,18.18263
87.81,18.224
87.8,18.22474
87.79,18.26586
87.78,18.31395
87.77,18.31445
87.76,18.33438
87.75,18.38048
87.74,18.41561
87.73,18.50083
87.72,18.50606
87.71,18.61221
87.7,18.63563
87.69,18.68546
87.68,18.74103
87.67,18.81379
87.66,18.87982
87.65,18.95906
87.64,18.96155
87.63,18.98273
87.62,19.02384
87.61,19.03655
87.6,19.11753
87.59,19.19502
87.58,19.2476
87.57,19.3059
87.56,19.35001
87.55,19.38115
87.54,19.46388
87.53,19.51172
87.52,19.55757
87.51,19.58622
87.5,19.58822
87.49,19.69287
87.48,19.78855
87.47,19.7888
87.46,19.83515
87.45,19.84138
87.44,19.88274
87.43,20.04395
87.42,20.05691
87.41,20.17751
87.4,20.27045
87.39,20.32303
87.38,20.34446
87.37,20.35118
87.36,20.44288
87.35,20.4658
87.34,20.57793
87.32,20.60509
87.31,20.69978
87.3,20.70077
87.29,20.82561
87.28,20.86348
87.27,20.95767
87.26,20.9776
87.25,21.06731
87.24,21.25593
87.23,21.25792
87.22,21.33492
87.21,21.47894
87.2,21.5203
87.19,21.54647
87.18,21.62421
87.17,21.63766
87.16,21.70095
87.15,21.74531
87.14,21.78966
87.13,21.89805
87.12,21.94589
87.1,21.98825
87.09,22.21574
87.08,22.3194
87.07,22.32413
87.06,22.36375
87.05,22.44025
87.04,22.44922
87.03,22.48859
87.02,22.50753
87.01,22.59822
87,22.64332
86.99,22.6797
86.98,22.81002
86.97,22.85338
86.96,22.90346
86.95,22.97173
86.94,23.01484
86.93,23.07963
86.92,23.1337
86.91,23.16609
86.9,23.16634
86.89,23.23935
86.88,23.30214
86.87,23.32357
86.86,23.43644
86.85,23.47506
86.84,23.53935
86.83,23.56601
86.82,23.66443
86.81,23.76061
86.8,23.84957
86.78,23.86751
86.77,23.92781
86.76,23.93155
86.75,23.9318
86.74,24.0524
86.73,24.0651
86.72,24.1122
86.71,24.19293
86.7,24.28986
86.69,24.29733
86.68,24.3377
86.67,24.38056
86.66,24.39127
86.65,24.47973
86.64,24.49567
86.63,24.53355
86.62,24.67059
86.61,24.76154
86.6,24.85972
86.59,24.86295
86.58,24.96312
86.57,25.07002
86.56,25.10116
86.55,25.19759
86.54,25.24768
86.53,25.33514
86.52,25.376
86.51,25.37949
86.5,25.44328
86.49,25.45997
86.48,25.56089
86.47,25.59826
86.46,25.71413
86.45,25.8275
86.44,25.93116
86.43,25.95034
86.42,25.96081
86.41,26.01015
86.4,26.10408
86.39,26.11006
86.38,26.32236
86.37,26.41306
86.36,26.41505
86.35,26.47161
86.34,26.4918
86.33,26.52992
86.32,26.53042
86.31,26.57029
86.3,26.67743
86.29,26.68964
86.28,26.69064
86.27,26.78358
86.26,26.85086
86.25,26.96523
86.24,27.00185
86.23,27.0619
86.22,27.14338
86.21,27.26074
86.2,27.37462
86.19,27.46382
86.18,27.51365
86.17,27.55651
86.16,27.57495
86.15,27.68808
86.14,27.69107
86.13,27.76781
86.12,27.77205
86.11,27.79173
86.1,27.90785
86.09,27.99406
86.08,28.0713
86.07,28.14406
86.06,28.26391
86.05,28.27612
86.04,28.32247
86.03,28.44531
86.02,28.45229
86.01,28.51184
86,28.59158
85.99,28.59407
85.98,28.61674
85.97,28.70669
85.96,28.71242
85.95,28.75329
85.94,28.81334
85.93,28.83726
85.92,28.87115
85.91,28.90454
85.9,28.90703
85.89,28.98527
85.88,29.0675
85.87,29.13328
85.86,29.17315
85.85,29.25413
85.84,29.26085
85.82,29.36551
85.81,29.40438
85.8,29.47165
85.79,29.53445
85.78,29.53569
85.77,29.69317
85.76,29.71335
85.75,29.74151
85.74,29.84467
85.73,29.88229
85.72,29.98894
85.71,29.99018
85.7,30.14068
85.69,30.15588
85.68,30.22391
85.67,30.24484
85.66,30.27399
85.65,30.32582
85.64,30.38238
85.63,30.51793
85.62,30.52864
85.61,30.53263
85.6,30.73845
85.59,30.75141
85.58,30.82142
85.57,30.94053
85.56,31.22508
85.55,31.22533
85.54,31.22807
85.53,31.35116
85.52,31.4167
85.51,31.41695
85.5,31.46354
85.48,31.47725
85.47,31.53281
85.46,31.6427
85.45,31.64469
85.44,31.66487
85.43,31.75109
85.42,31.76853
85.41,31.83481
85.4,31.89984
85.39,31.93871
85.38,32.0025
85.37,32.09046
85.36,32.16845
85.35,32.2584
85.34,32.36256
85.32,32.48291
85.31,32.48939
85.3,32.49636
85.29,32.52701
85.28,32.54296
85.26,32.59379
85.25,32.71912
85.24,32.85492
85.23,32.90426
85.22,32.982
85.21,33.02934
85.2,33.07768
85.19,33.209
85.18,33.3276
85.17,33.41481
85.16,33.41631
85.15,33.41855
85.14,33.49729
85.13,33.57802
85.12,33.61639
85.11,33.66149
85.1,33.81125
85.09,33.89023
85.08,33.97919
85.07,34.01108
85.06,34.08035
85.05,34.1409
85.04,34.22238
85.03,34.33476
85.02,34.39531
85.01,34.48725
85,34.52463
84.99,34.67264
84.98,34.71549
84.97,34.74141
84.96,34.77181
84.95,34.86699
84.94,34.86898
84.93,34.92754
84.92,34.92804
84.91,35.02372
84.9,35.02397
84.89,35.03344
84.88,35.05462
84.87,35.0895
84.86,35.09374
84.85,35.16675
84.84,35.19391
84.83,35.22705
84.82,35.27912
84.81,35.34142
84.8,35.39001
84.79,35.43685
84.78,35.46102
84.77,35.52805
84.76,35.65537
84.75,35.71219
84.74,35.71866
84.73,35.75579
84.72,35.82082
84.71,35.89707
84.7,35.93395
84.69,35.98304
84.68,36.03038
84.67,36.12158
84.66,36.1901
84.65,36.34309
84.64,36.41087
84.63,36.55588
84.62,36.56112
84.61,36.66477
84.6,36.69318
84.59,36.69418
84.58,36.69567
84.57,36.76992
84.56,36.7774
84.55,36.822
84.54,36.96453
84.53,37.0186
84.52,37.19127
84.51,37.2304
84.5,37.29892
84.49,37.34003
84.48,37.34402
84.47,37.35324
84.46,37.36769
84.45,37.37865
84.44,37.54136
84.43,37.60989
84.42,37.65897
84.41,37.70831
84.4,37.88049
84.39,37.97168
84.38,37.99336
84.37,38.01629
84.36,38.02725
84.35,38.13713
84.34,38.2535
84.33,38.25425
84.32,38.34295
84.31,38.479
84.3,38.55076
84.29,38.62701
84.27,38.69902
84.26,38.72892
84.25,38.74188
84.24,38.74287
84.23,38.75882
84.22,38.80367
84.21,38.84503
84.2,38.90334
84.19,38.97386
84.18,39.02867
84.17,39.03416
84.16,39.10093
84.15,39.25168
84.14,39.25766
84.13,39.2756
84.12,39.2786
84.11,39.36257
84.1,39.37976
84.08,39.48491
84.07,39.60725
84.06,39.7595
84.05,39.78466
84.04,39.8046
84.03,39.84746
84.02,39.91349
84.01,40.04655
84,40.18957
83.99,40.2262
83.98,40.28301
83.97,40.3002
83.96,40.30942
83.95,40.32961
83.94,40.35677
83.93,40.4527
83.92,40.49306
83.91,40.62562
83.9,40.67645
83.89,40.77239
83.88,40.77363
83.87,40.88775
83.86,40.90868
83.85,40.97172
83.84,41.0228
83.83,41.04025
83.82,41.0532
83.81,41.18975
83.8,41.22912
83.79,41.41749
83.78,41.49872
83.77,41.57422
83.76,41.60637
83.75,41.61509
83.74,41.65595
83.73,41.76085
83.72,41.83187
83.71,41.83237
83.7,41.92456
83.69,42.02398
83.68,42.08677
83.67,42.13661
83.66,42.25272
83.65,42.29907
83.64,42.35214
83.63,42.37681
83.62,42.38802
83.61,42.39201
83.6,42.44782
83.59,42.49616
83.58,42.57141
83.57,42.61975
83.56,42.63396
83.55,42.70721
83.54,42.79592
83.53,42.90281
83.52,42.93496
83.51,43.00448
83.5,43.03238
83.49,43.19634
83.48,43.20855
83.47,43.22474
83.45,43.23695
83.44,43.28031
83.43,43.28056
83.42,43.2823
83.41,43.31195
83.4,43.34584
83.39,43.38048
83.38,43.43505
83.37,43.43804
83.36,43.51079
83.35,43.6309
83.34,43.70316
83.33,43.70714
83.32,43.77517
83.31,43.84543
83.3,43.90523
83.29,44.09834
83.28,44.10507
83.27,44.26579
83.26,44.31936
83.25,44.31986
83.24,44.39311
83.23,44.4285
83.22,44.42974
83.21,44.51795
83.2,44.52094
83.19,44.56006
83.18,44.64129
83.17,44.70857
83.16,44.75691
83.15,44.79055
83.14,44.90217
83.13,44.96397
83.12,45.03772
83.11,45.08058
83.1,45.18872
83.09,45.27045
83.08,45.32701
83.07,45.33349
83.06,45.47228
83.05,45.4977
83.04,45.63499
83.03,45.63973
83.02,45.81888
83.01,45.82511
83,45.83632
82.99,45.90385
82.98,46.02171
82.97,46.0693
82.96,46.13134
82.95,46.23375
82.93,46.24347
82.92,46.27412
82.91,46.35386
82.9,46.36457
82.89,46.37802
82.88,46.39098
82.87,46.39721
82.85,46.43558
82.84,46.49738
82.83,46.52753
82.82,46.56864
82.81,46.63019
82.8,46.76125
82.79,46.8071
82.78,46.92097
82.77,46.96807
82.76,47.03136
82.75,47.05029
82.74,47.07621
82.72,47.07671
82.71,47.16716
82.7,47.26084
82.69,47.31192
82.68,47.4562
82.67,47.50429
82.66,47.55811
82.65,47.61293
82.64,47.69615
82.63,47.73253
82.62,47.81426
82.61,47.83718
82.6,47.95678
82.59,48.06019
82.58,48.09383
82.57,48.12298
82.56,48.12547
82.55,48.13096
82.54,48.13644
82.53,48.18876
82.52,48.22813
82.51,48.27847
82.5,48.28594
82.49,48.4347
82.48,48.55555
82.47,48.55604
82.46,48.60613
82.45,48.69708
82.44,48.72149
82.43,48.79899
82.42,48.90513
82.41,48.93055
82.4,48.96319
82.39,48.99633
82.38,49.05987
82.37,49.10248
82.36,49.24152
82.35,49.29559
82.34,49.34169
82.33,49.34243
82.32,49.34368
82.31,49.46478
82.3,49.47973
82.29,49.52931
82.28,49.63571
82.27,49.70548
82.26,49.76154
82.25,49.88389
82.24,49.88962
82.23,49.91877
82.22,49.97558
82.21,50.00673
82.2,50.03439
82.19,50.06578
82.18,50.08497
82.17,50.17417
82.16,50.29353
82.15,50.35931
82.14,50.40092
82.13,50.48763
82.12,50.49511
82.11,50.5432
82.1,50.71238
82.09,50.76272
82.08,50.87534
82.07,50.96604
82.06,51.05774
82.05,51.07493
82.04,51.11829
82.03,51.16139
82.02,51.27751
82.01,51.30616
82,51.30841
81.99,51.31962
81.98,51.33681
81.97,51.35052
81.96,51.44769
81.95,51.49504
81.94,51.5501
81.93,51.55758
81.92,51.61265
81.91,51.6403
81.9,51.69238
81.88,51.73972
81.87,51.74097
81.86,51.75642
81.85,51.80924
81.84,51.83192
81.83,51.87278
81.82,51.92287
81.81,52.06365
81.8,52.06489
81.79,52.11822
81.78,52.24255
81.77,52.28093
81.76,52.31656
81.75,52.40502
81.74,52.45834
81.73,52.62528
81.72,52.66814
81.71,52.67088
81.7,52.67163
81.69,52.71972
81.68,52.72171
81.67,52.80544
81.66,52.92155
81.65,52.9654
81.64,52.9669
81.63,53.10718
81.62,53.14481
81.61,53.16699
81.6,53.16823
81.59,53.17222
81.58,53.25245
81.57,53.34116
81.56,53.40021
81.55,53.50362
81.54,53.55271
81.53,53.58609
81.52,53.63668
81.51,53.68502
81.5,53.76749
81.49,53.77696
81.48,53.85121
81.47,53.89557
81.46,53.97705
81.45,53.97754
81.44,54.01567
81.43,54.05454
81.42,54.10512
81.41,54.11733
81.4,54.18336
81.39,54.22996
81.38,54.2768
81.37,54.29773
81.36,54.35629
81.35,54.40114
81.34,54.44175
81.33,54.47639
81.32,54.50106
81.31,54.59898
81.3,54.66227
81.29,54.76418
81.28,54.82772
81.27,54.82972
81.26,54.91045
81.25,54.92241
81.24,54.97498
81.23,55.04475
81.22,55.04799
81.21,55.06444
81.2,55.07415
81.19,55.1043
81.18,55.2249
81.17,55.3019
81.16,55.35547
81.15,55.45389
81.14,55.57076
81.13,55.61112
81.12,55.61461
81.11,55.61635
81.1,55.69185
81.09,55.69659
81.08,55.71154
81.07,55.78056
81.06,55.83014
81.05,55.98762
81.04,56.01254
81.03,56.11395
81.02,56.17575
81.01,56.30357
81,56.30407
80.99,56.38131
80.98,56.41121
80.97,56.42617
80.96,56.48073
80.95,56.48547
80.94,56.49419
80.93,56.56819
80.92,56.74162
80.91,56.74909
80.9,56.80914
80.89,56.90807
80.88,57.02343
80.87,57.10117
80.86,57.10392
80.85,57.11662
80.84,57.18689
80.83,57.22078
80.82,57.23099
80.81,57.25093
80.8,57.25915
80.79,57.2599
80.78,57.26563
80.77,57.30948
80.76,57.32618
80.75,57.40193
80.74,57.46447
80.73,57.52203
80.72,57.53872
80.7,57.53972
80.69,57.56464
80.68,57.61098
80.67,57.67253
80.66,57.71264
80.65,57.82328
80.64,57.83623
80.63,57.91323
80.62,57.97178
80.61,57.98499
80.6,57.98599
80.59,57.99147
80.58,58.0271
80.57,58.0281
80.56,58.1031
80.55,58.14371
80.54,58.22893
80.53,58.2521
80.52,58.2967
80.51,58.37071
80.5,58.49829
80.49,58.52744
80.48,58.66423
80.47,58.72952
80.46,58.74895
80.45,58.76341
80.44,58.87429
80.43,58.87653
80.42,58.90469
80.41,58.90494
80.4,58.90568
80.39,59.00186
80.38,59.08584
80.37,59.17479
80.36,59.2326
80.35,59.24207
80.34,59.32753
80.33,59.38783
80.32,59.40104
80.31,59.40901
80.3,59.59888
80.29,59.63127
80.28,59.72073
80.27,59.72471
80.26,59.82937
80.25,59.87621
80.24,59.87671
80.23,59.92131
80.22,59.98186
80.21,60.01425
80.2,60.0738
80.19,60.17821
80.18,60.17846
80.17,60.24872
80.16,60.29457
80.15,60.31052
80.14,60.3322
80.13,60.34715
80.12,60.37082
80.11,60.41069
80.1,60.4817
80.09,60.56094
80.08,60.64865
80.07,60.72066
80.06,60.72365
80.05,60.75006
80.04,60.81983
80.03,60.82282
80.02,60.89358
80.01,60.92448
80,60.98951
79.99,61.01543
79.98,61.11809
79.97,61.18835
79.96,61.28404
