wpm,pctl
171.84,1.818463
171.83,1.818712
171.82,1.819459
171.81,1.820207
171.8,1.820705
171.78,1.820954
171.77,1.821453
171.75,1.823197
171.74,1.823446
171.71,1.823695
171.69,1.823945
171.66,1.824443
171.44,1.824692
171.2,1.824941
171.19,1.847118
171.18,1.85858
171.17,1.868796
171.16,1.875772
171.15,1.882002
171.14,1.888231
171.13,1.892716
171.12,1.896454
171.11,1.898696
171.1,1.90069
171.09,1.902185
171.08,1.914145
171.07,1.915391
171.06,1.916138
171.05,1.916886
171.04,1.917633
171.03,1.918381
171.02,1.91863
171.01,1.919128
170.99,1.919876
170.98,1.920125
170.97,1.920624
170.94,1.921371
170.89,1.92162
