diff,pctl
4.79,19.05379
4.79,19.07459
4.79,19.08296
4.78,19.10503
4.61,19.10528
4.6,19.10553
4.6,19.11999
4.6,19.34192
4.6,19.34217
4.6,19.48446
4.6,19.48472
4.6,19.48522
4.6,19.49055
4.6,19.91818
4.59,19.91894
4.59,19.95394
4.59,19.95495
4.59,19.9618
4.59,19.97195
4.57,19.97246
4.4,19.97271
4.4,20.42925
4.4,20.43483
4.4,20.43534
4.4,20.58092
4.4,20.81148
4.39,20.82543
4.39,20.82746
4.39,20.82822
4.39,20.86956
4.39,20.87032
4.39,20.87108
4.38,20.87413
4.35,20.87438
4.2,20.87463
4.2,20.9071
4.2,20.90811
4.2,21.51455
4.2,21.51481
4.2,21.52647
4.2,21.61195
4.19,21.78265
4.19,21.78315
4.19,21.79127
4.19,21.7933
4.19,21.79457
4.19,21.83667
4.18,21.83718
4.18,21.83743
4.02,21.83768
4,21.83794
4,21.84377
4,21.85265
4,21.85341
4,22.77867
4,22.77892
4,22.7807
4,22.7916
3.99,22.79794
3.99,22.81342
3.99,22.82128
3.99,22.82229
3.99,22.84969
3.98,22.85121
3.8,22.85172
3.8,23.03154
3.8,23.13528
3.8,23.14314
3.8,23.14441
3.8,23.80513
3.8,23.80563
3.79,23.84419
3.79,23.8452
3.79,23.86701
3.79,23.86778
3.79,23.87513
3.78,23.89289
3.72,23.89314
3.6,23.89339
3.6,23.91267
3.6,24.19243
3.6,24.19268
3.6,24.38899
3.6,24.38976
3.6,24.39407
3.6,24.94445
3.59,24.94521
3.59,24.98174
3.59,24.98427
3.59,24.98884
3.59,24.99772
3.57,24.99797
3.57,24.99822
3.56,24.99848
3.4,24.99873
3.4,24.99949
3.4,25.55216
3.4,25.5585
3.4,25.55952
3.4,25.55977
3.4,25.75253
3.4,26.04218
3.39,26.05842
3.39,26.05918
3.39,26.05943
3.39,26.10534
3.39,26.10559
3.39,26.10635
3.39,26.10686
3.37,26.11168
3.37,26.11193
3.2,26.11219
3.2,26.14465
3.2,26.14617
3.2,26.92661
3.2,26.92712
3.2,26.94056
3.2,27.05216
3.19,27.2609
3.19,27.26699
3.19,27.26978
3.19,27.27104
3.18,27.31239
3,27.31264
3,27.31644
3,27.32735
3,27.32963
3,28.45171
3,28.45247
3,28.4616
2.99,28.46896
2.99,28.48215
2.99,28.49001
2.99,28.49027
2.99,28.49179
2.99,28.51335
2.98,28.51588
2.97,28.51614
2.96,28.51664
2.84,28.51715
2.8,28.5174
2.8,28.75075
2.8,28.87579
2.8,28.89101
2.8,28.89126
2.8,29.76833
2.79,29.81322
2.79,29.81398
2.79,29.83351
2.79,29.83377
2.79,29.84087
2.78,29.85862
2.76,29.85888
2.61,29.85913
2.6,29.85938
2.6,29.87663
2.6,30.27205
2.6,30.27281
2.6,30.55815
2.6,30.5584
2.6,30.55916
2.6,30.56626
2.6,31.28988
2.59,31.29191
2.59,31.32336
2.59,31.32463
2.59,31.3297
2.59,31.33858
2.57,31.33884
2.57,31.33909
2.4,31.33934
2.4,31.3396
2.4,32.12104
2.4,32.12992
2.4,32.13043
2.4,32.13068
2.4,32.44316
2.4,32.86191
2.39,32.88677
2.39,32.88804
2.39,32.88829
2.39,32.93065
2.39,32.93141
2.39,32.93217
2.38,32.93521
2.2,32.93547
2.2,32.98137
2.2,32.98163
2.2,34.09813
2.2,34.09838
2.2,34.11588
2.2,34.28582
2.19,34.5638
2.19,34.56405
2.19,34.56938
2.19,34.5742
2.19,34.57572
2.18,34.60971
2.02,34.60996
2,34.61021
2,34.613
2,34.62087
2,34.62416
2,36.23271
2,36.23322
2,36.23525
2,36.24362
1.99,36.24692
1.99,36.25706
1.99,36.26493
1.99,36.26594
1.99,36.28471
1.8,36.28547
1.8,36.52541
1.8,36.69991
1.8,36.71919
1.8,36.7202
1.8,37.76746
1.79,37.80068
1.79,37.80094
1.79,37.81362
1.79,37.82326
1.78,37.8334
1.6,37.83366
1.6,37.85344
1.6,38.34879
1.6,38.34955
1.6,38.77337
1.6,38.77363
1.6,38.77489
1.6,38.78732
1.6,39.71309
1.59,39.71436
1.59,39.71461
1.59,39.73997
1.59,39.74124
1.59,39.74606
1.59,39.75164
1.58,39.7524
1.4,39.75291
1.4,40.82857
1.4,40.84379
1.4,40.84455
1.4,40.84481
1.4,41.36324
1.4,41.93315
1.39,41.95649
1.39,41.95801
1.39,41.99479
1.39,41.99504
1.39,41.9958
1.2,41.99707
1.2,42.06251
1.2,42.06453
1.2,44.30793
1.2,44.3092
1.2,44.30945
1.2,44.3612
1.2,44.76929
1.19,45.272
1.19,45.27225
1.19,45.27885
1.19,45.28265
1.19,45.28366
1,45.32171
1,45.32399
1,45.33744
1,45.34225
1,49.69107
1,49.69361
1,49.70933
0.99,49.71212
0.99,49.72886
0.99,49.74434
0.99,49.74662
0.99,49.77452
0.82,49.77528
0.8,49.77553
0.8,50.16867
0.8,50.58564
0.8,50.63738
0.8,50.63764
0.8,50.64017
0.8,52.63019
0.79,52.66113
0.79,52.66139
0.79,52.67584
0.79,52.67661
0.79,52.68726
0.6,52.6974
0.6,52.70527
0.6,53.14329
0.6,53.14456
0.6,53.8134
0.6,53.81568
0.6,53.83825
0.59,54.66485
0.59,54.67499
0.59,54.67525
0.59,54.67956
0.4,54.68159
0.4,55.1777
0.4,55.19621
0.4,55.19799
0.4,55.6246
0.4,55.87621
0.39,55.87798
0.21,55.88407
0.2,55.88432
0.2,55.8899
0.2,55.89117
0.2,56.54834
0.2,56.54884
0.2,56.54935
0.2,56.57852
0.2,56.72563
0.19,56.83647
0.19,56.83672
0.19,56.83723
0,56.83875
