raw,pctl
185.7,0.1673988
185.6,0.1676525
185.59,0.1681597
185.58,0.1689206
185.57,0.1691743
185.53,0.1694279
185.4,0.1696815
185.39,0.1699352
185.38,0.1709497
185.36,0.1717106
185.2,0.1719642
185.19,0.1729788
185.18,0.1739933
185.17,0.174247
185.15,0.1745006
185,0.1747542
184.99,0.1755151
184.98,0.1765297
184.97,0.1767833
184.8,0.1772906
184.79,0.1775442
184.78,0.1777978
184.77,0.1788124
184.74,0.1793197
184.6,0.1795733
184.59,0.1805878
184.57,0.1813487
184.4,0.181856
184.39,0.1828705
184.37,0.1831242
184.35,0.1836314
184.2,0.1838851
184.19,0.1841387
184.17,0.184646
184.16,0.1851532
184.15,0.1856605
184,0.1859141
183.99,0.1866751
183.98,0.1892114
183.97,0.1899723
183.82,0.1902259
183.8,0.1904796
183.77,0.1909868
183.6,0.1925086
183.59,0.1932696
183.58,0.1940305
183.57,0.1945377
183.56,0.195045
183.4,0.1955523
183.39,0.1968204
183.38,0.197835
183.37,0.1983422
183.19,0.1985959
183.18,0.1991031
183.16,0.1993568
183.05,0.1996104
183,0.1998641
182.99,0.2011322
182.98,0.2021468
182.97,0.202654
182.8,0.2029077
182.79,0.2034149
182.77,0.2041758
182.6,0.2049367
182.59,0.205444
182.58,0.2059513
182.57,0.2064586
182.56,0.2067122
182.4,0.2072195
182.39,0.2074731
182.2,0.208234
182.19,0.2097558
182.18,0.2107703
182.17,0.211024
182.16,0.2120385
182,0.2122921
181.99,0.2127994
181.98,0.2140676
181.97,0.2143212
181.96,0.2148285
181.91,0.2150821
181.8,0.2153358
181.79,0.2166039
181.78,0.2171112
181.71,0.2173648
181.6,0.2176185
181.59,0.218633
181.58,0.2193939
181.57,0.2196475
181.51,0.2204085
181.4,0.2209157
181.39,0.2216766
181.38,0.2226912
181.37,0.2231984
181.34,0.2244666
181.19,0.2247202
181.18,0.2252275
181.17,0.2254811
181.15,0.2257348
181.14,0.2259884
181,0.2264957
180.99,0.2275102
180.98,0.2277639
180.97,0.2285248
180.96,0.2287784
180.8,0.229032
180.79,0.2297929
180.77,0.2305538
180.74,0.2310611
180.71,0.2313147
180.68,0.2315684
180.6,0.231822
180.59,0.2325829
180.58,0.2333438
180.57,0.2341047
180.56,0.2356265
180.55,0.2358802
180.54,0.2361338
180.53,0.2363874
180.4,0.2366411
180.39,0.2381629
180.38,0.2396847
180.37,0.240192
180.36,0.2414601
180.35,0.2417138
180.34,0.2419674
180.2,0.242221
180.19,0.2427283
180.18,0.2434892
180.17,0.2437428
180.14,0.2447574
180,0.245011
179.99,0.2452646
179.98,0.2457719
179.97,0.2460255
179.8,0.2465328
179.79,0.2480546
179.78,0.2488155
179.77,0.2495764
179.6,0.2500837
179.59,0.2510982
179.58,0.25262
179.57,0.2531273
179.4,0.2533809
179.39,0.2541419
179.38,0.2556637
179.37,0.2559173
179.34,0.2569318
179.2,0.2571855
179.19,0.2576927
179.18,0.2579464
179.17,0.2584536
179.16,0.2592145
179.14,0.2594682
179,0.2597218
178.99,0.26099
178.98,0.2614973
178.96,0.2627654
178.94,0.2630191
178.85,0.2632727
178.8,0.2635263
178.79,0.2660627
178.78,0.2668236
178.77,0.2673309
178.73,0.2678381
178.6,0.2680918
178.59,0.2696136
178.58,0.2706281
178.57,0.2708817
178.4,0.2718963
178.39,0.2731644
178.37,0.2736717
178.36,0.2744326
178.31,0.2751935
178.2,0.2754472
178.19,0.2767153
178.18,0.2779835
178.17,0.2792517
178.16,0.2795053
178.14,0.2797589
178,0.2800126
177.98,0.2807735
177.97,0.2812808
177.8,0.2822953
177.79,0.2828026
177.77,0.2843244
177.76,0.2850853
177.69,0.2853389
177.68,0.2855925
177.6,0.2858462
177.59,0.2866071
