delta,pctl
16.94649,37.4838
16.93901,37.48455
16.93577,37.4848
16.93552,37.48605
16.93453,37.48679
16.93378,37.48754
16.93353,37.49252
16.9288,37.49402
16.9268,37.49427
16.91758,37.499
16.91684,37.49975
16.9131,37.5005
16.91036,37.50075
16.90787,37.50224
16.90587,37.50324
16.89491,37.50374
16.89092,37.50399
16.88868,37.50449
16.88444,37.50498
16.88419,37.57974
16.8832,37.59593
16.88295,37.59668
16.8817,37.6049
16.8812,37.6054
16.8812,37.60565
16.87996,37.6059
16.87971,37.60615
16.87921,37.6064
16.87722,37.61412
16.87597,37.61562
16.87522,37.61611
16.87498,37.61636
16.87398,37.61661
16.8685,37.61711
16.8675,37.6206
16.8665,37.6211
16.86551,37.6216
16.86476,37.62209
16.86401,37.62234
16.86401,37.62259
16.86376,37.62284
16.86227,37.62309
16.86127,37.62359
16.84707,37.62434
16.84707,37.62533
16.84632,37.63356
16.84532,37.63405
16.84458,37.6343
16.84433,37.6368
16.84233,37.63779
16.83984,37.63829
16.83959,37.63979
16.83959,37.64028
16.83735,37.64053
16.83511,37.64078
16.83486,37.64352
16.83461,37.64377
16.83062,37.64402
16.82838,37.64477
16.82688,37.64577
16.82514,37.6505
16.82464,37.65075
16.82265,37.652
16.8214,37.65424
16.81293,37.65499
16.80994,37.65548
16.8077,37.66321
16.79823,37.6642
16.79773,37.66545
16.79673,37.67716
16.78727,37.67741
16.78054,37.68713
16.78029,37.68813
16.7763,37.68837
16.7758,37.69012
16.77406,37.69037
16.77157,37.69834
16.76733,37.69909
16.7606,37.70233
16.75637,37.70308
16.74914,37.70357
16.74416,37.70432
16.74142,37.70457
16.73992,37.70507
16.73818,37.70781
16.73569,37.70955
16.72846,37.7103
16.72547,37.71055
16.72423,37.7113
16.72273,37.7118
16.71825,37.75441
16.71077,37.7549
16.71002,37.75565
16.70629,37.76213
16.70404,37.76238
16.69532,37.76263
16.69358,37.76985
16.69233,37.7711
16.68585,37.77334
16.68087,37.77509
16.67788,37.78032
16.67539,37.79029
16.67414,37.79627
16.67389,37.79652
16.67265,37.79676
16.6724,37.79701
16.67165,37.79726
16.67065,37.79776
16.66891,37.79801
16.66044,37.79926
16.65819,37.79951
16.65645,37.8005
16.6552,37.80075
16.65471,37.80125
16.65321,37.8015
16.65122,37.80175
16.64898,37.80349
16.64723,37.8172
16.64698,37.81745
16.64549,37.82168
16.64524,37.82193
16.64424,37.82218
16.6415,37.82243
16.6405,37.82293
16.63901,37.82318
16.63776,37.82343
16.63403,37.82368
16.63228,37.82392
16.63103,37.82417
16.63004,37.82467
16.62854,37.82517
16.6278,37.82741
16.6273,37.84884
16.62555,37.85432
16.62456,37.85532
16.62356,37.85906
16.62306,37.85931
16.61858,37.8618
16.61758,37.86205
16.60986,37.87849
16.60961,37.87974
16.60637,37.87999
16.60138,37.88248
16.5964,37.88298
16.59466,37.88373
16.59167,37.88398
16.58892,37.88672
16.58843,37.88697
16.58718,37.88746
16.58618,37.88771
16.58593,37.90366
16.58494,37.90441
16.58195,37.9059
16.58145,37.9064
16.58045,37.90989
16.57696,37.91039
16.57422,37.91213
16.57298,37.91238
16.57123,37.9211
16.567,37.92534
16.56575,37.92559
16.565,37.92633
16.56002,37.95399
16.55554,37.95499
16.55404,37.95624
16.55279,37.95698
16.54258,37.95848
16.5366,37.95873
16.53112,37.95898
16.52887,37.95972
16.51392,37.96047
16.50869,37.96097
16.50745,37.96122
16.5067,37.98913
16.50147,37.99187
16.49897,37.99237
16.47954,37.99261
16.47705,37.99311
16.47455,37.99336
16.46035,37.99386
16.44565,37.99411
16.44316,38.00208
16.43917,38.00831
16.43519,38.00881
16.43294,38.00906
16.43269,38.03173
16.42422,38.03198
16.42148,38.07285
16.4145,38.07409
16.40803,38.07634
16.40578,38.07659
16.40504,38.07683
16.40379,38.07708
16.39906,38.07758
16.39856,38.07783
16.39781,38.08182
16.38585,38.0873
16.38311,38.08755
16.37962,38.08979
16.37937,38.09029
16.37638,38.09054
16.37538,38.09154
16.37439,38.11047
16.36965,38.11521
16.3694,38.11745
16.36841,38.14685
16.36641,38.1471
16.36467,38.14735
16.36392,38.14785
16.35994,38.15084
16.35919,38.15109
16.3557,38.15134
16.35371,38.15732
16.35371,38.15807
16.35296,38.15831
16.35096,38.15956
16.34,38.15981
16.33751,38.16056
16.33178,38.16081
16.33053,38.16205
16.32605,38.1623
16.32555,38.16305
16.32505,38.1638
16.3243,38.16405
16.3238,38.16529
16.32306,38.17077
16.32206,38.17102
16.31683,38.17376
16.31434,38.17476
16.31234,38.17501
16.30836,38.17526
16.30462,38.1775
16.30287,38.18024
16.30238,38.18199
16.29914,38.18223
16.29615,38.18373
16.2939,38.18448
16.28792,38.18473
16.28618,38.18498
16.28593,38.19444
16.28568,38.19469
16.2802,38.19519
16.27771,38.19669
16.27646,38.2687
16.27621,38.26895
16.27547,38.2692
16.27422,38.26945
16.27397,38.26969
16.27372,38.26994
16.27198,38.27019
16.27073,38.27094
16.26998,38.27119
16.26998,38.27169
16.26899,38.27219
16.26699,38.27244
16.2665,38.27343
16.2665,38.27368
16.266,38.27468
16.26575,38.27493
16.265,38.27567
16.26326,38.27592
16.26251,38.27642
16.26201,38.27717
16.25902,38.27742
16.25777,38.27842
16.2508,38.27891
16.2508,38.28415
16.25055,38.2844
16.2503,38.28764
16.24706,38.28813
16.24631,38.28913
16.24307,38.28988
16.23784,38.29262
16.2361,38.29611
16.23385,38.29685
16.23211,38.2971
16.23037,38.30009
16.22812,38.30034
16.22439,38.30234
16.2199,38.30732
16.21442,38.31654
16.20819,38.32202
16.20794,38.32426
16.20719,38.32551
16.2037,38.32576
16.19897,38.32601
16.19399,38.32626
16.18975,38.3285
16.1885,38.33099
16.18701,38.33124
16.18452,38.34295
16.18203,38.34445
16.18003,38.34594
16.17131,38.34619
16.17131,38.34644
16.17106,38.34669
16.16957,38.34719
16.16583,38.34843
16.1586,38.3589
16.15686,38.35915
16.15237,38.36338
16.14789,38.36388
16.13468,38.36413
16.13244,38.40599
16.1302,38.40624
16.12422,38.41023
16.12347,38.41671
16.12173,38.4172
16.12098,38.4177
16.115,38.42044
16.10927,38.42169
16.10852,38.42244
16.10478,38.42343
16.10229,38.43116
16.09731,38.43265
16.08759,38.4329
16.08435,38.44312
16.08261,38.44387
16.07538,38.44461
16.06566,38.44536
16.06043,38.45682
16.05993,38.45707
16.05869,38.45757
16.05744,38.45782
16.0542,38.45807
16.0537,38.46231
16.05221,38.4633
16.05046,38.4643
16.04822,38.46455
16.04772,38.46505
16.04199,38.4653
16.03726,38.46554
16.03352,38.4795
16.02903,38.48199
16.02829,38.50242
16.02654,38.50267
16.02181,38.50292
16.01284,38.50317
16.01234,38.50442
16.01159,38.52136
16.00636,38.52161
15.99913,38.52385
15.99789,38.5246
15.9939,38.52908
15.99241,38.52933
15.99166,38.52983
15.99091,38.53008
15.99066,38.53033
15.98667,38.53058
15.98593,38.555
15.98493,38.55525
15.98418,38.5555
15.98319,38.55749
15.9777,38.55774
15.96998,38.55849
15.96998,38.55973
15.96525,38.56023
15.96425,38.56048
15.95827,38.56073
15.95652,38.56222
15.95553,38.56247
15.95154,38.56272
15.95104,38.56347
15.9483,38.56372
15.94531,38.56422
15.94481,38.57568
15.94357,38.57593
15.93559,38.57817
15.9346,38.57917
15.93011,38.57942
15.93011,38.57967
15.92986,38.58166
15.92887,38.5839
15.92787,38.5854
15.92488,38.61405
15.92438,38.6143
15.92015,38.61928
15.91292,38.61953
15.91117,38.61978
15.90669,38.62003
15.90644,38.62103
15.90495,38.62128
15.90046,38.62178
15.8895,38.62402
15.88003,38.62427
15.87978,38.62477
15.8728,38.62526
15.86906,38.62626
15.86707,38.62651
15.86632,38.62701
15.86558,38.62726
15.86383,38.62751
15.84739,38.62801
15.83916,38.66987
15.83717,38.67061
15.83044,38.67136
15.8282,38.67211
15.82571,38.67286
15.81923,38.67385
15.80976,38.67435
15.80453,38.67485
15.79581,38.6756
15.79307,38.6761
15.79282,38.67734
15.79082,38.68108
15.78086,38.6908
15.77587,38.69105
15.77438,38.72842
15.77388,38.72867
15.77189,38.72892
15.76641,38.72917
15.76516,38.72967
15.75843,38.73017
15.75719,38.73141
15.75544,38.73241
15.7537,38.73266
15.75245,38.73341
15.74921,38.7339
15.74921,38.73415
15.74896,38.75334
15.74498,38.75633
15.74199,38.75683
15.74174,38.75782
15.74074,38.76206
15.73949,38.76231
15.737,38.76256
15.73601,38.76281
15.73302,38.76306
15.72928,38.76331
15.72878,38.7643
15.72803,38.76455
15.72654,38.7648
15.71981,38.76505
15.71832,38.76904
15.71657,38.76978
15.71533,38.77028
15.71408,38.77277
15.71333,38.77302
15.70536,38.77352
15.70411,38.77676
15.70187,38.77701
15.70087,38.84852
15.70062,38.84902
15.70062,38.85126
15.70013,38.85176
15.69963,38.85226
15.69938,38.85251
15.69888,38.85276
15.69863,38.85301
15.69788,38.85326
15.69763,38.85351
15.69714,38.85376
15.69489,38.85425
15.69464,38.85525
15.69215,38.8555
15.69091,38.85575
15.68966,38.85699
15.68891,38.85824
15.68792,38.85849
15.68742,38.85874
15.68667,38.85899
15.68617,38.85924
15.68567,38.86347
15.68493,38.86422
15.68418,38.86447
15.67994,38.86547
15.67895,38.86721
15.67695,38.86771
15.67521,38.86871
15.67346,38.86896
15.67272,38.87419
15.67172,38.87668
15.67097,38.87718
15.67047,38.87867
15.66948,38.87892
15.66723,38.87992
15.66424,38.88116
15.663,38.88341
15.66101,38.8859
15.66051,38.88764
15.65876,38.88889
15.65677,38.88939
15.65428,38.89288
15.6478,38.89587
15.64755,38.89611
15.64655,38.9001
15.64431,38.90135
15.64207,38.90185
15.64032,38.90234
15.64007,38.90384
15.63958,38.90783
15.63509,38.90882
15.62438,38.90982
15.62363,38.91131
15.61292,38.91181
15.61117,38.91206
15.6027,38.91231
15.59996,38.91256
15.59074,38.91331
15.58675,38.9148
15.58526,38.91655
15.58351,38.9168
15.58277,38.91754
15.58077,38.91779
15.58002,38.91804
15.57753,38.91879
15.57429,38.92776
15.56906,38.93224
15.56781,38.93374
15.56557,38.93399
15.56059,38.96962
15.55511,38.97012
15.55311,38.97635
15.55162,38.98034
15.54813,38.98083
15.54564,38.98108
15.54016,38.98158
15.53467,38.98731
15.5282,38.98756
15.5277,38.99803
15.52271,38.99852
15.51972,39.00799
15.51026,39.02768
15.50652,39.02793
15.50303,39.02818
15.50253,39.03964
15.49904,39.04263
15.4973,39.04338
15.48609,39.04363
15.48534,39.04412
15.48509,39.04437
15.48459,39.04462
15.4821,39.04587
15.48036,39.0511
15.47413,39.05583
15.47213,39.05633
15.46889,39.05658
15.46391,39.05683
15.46117,39.07577
15.45419,39.07751
15.45344,39.07776
15.4532,39.07876
15.44722,39.07951
15.44722,39.0805
15.44622,39.081
15.43775,39.08125
15.42853,39.08673
15.42803,39.08723
15.42479,39.08972
15.4218,39.08997
15.41981,39.10941
15.41831,39.11364
15.41233,39.11514
15.4076,39.12062
15.39738,39.12112
15.39589,39.12137
15.38991,39.12187
15.38567,39.12286
15.38517,39.12436
15.3757,39.1251
15.37172,39.14205
15.36997,39.1423
15.36673,39.16796
15.36549,39.17569
15.35926,39.17594
15.35826,39.17619
15.35627,39.17643
15.34182,39.17693
15.33858,39.17718
15.33633,39.18092
15.33608,39.18117
15.33284,39.18416
15.33085,39.18441
15.32537,39.18466
15.32512,39.1854
15.32412,39.18665
15.3154,39.18715
15.31092,39.18815
15.31017,39.18939
15.30444,39.18964
15.3022,39.19014
15.30145,39.19114
15.3002,39.19138
15.29946,39.22652
15.29721,39.22702
15.29422,39.22776
15.29123,39.22801
15.28849,39.22901
15.287,39.24122
15.2865,39.24147
15.28401,39.24172
15.27504,39.24197
15.27304,39.25368
15.27279,39.25617
15.2698,39.25642
15.26756,39.25742
15.26283,39.25866
15.25485,39.26065
15.25386,39.2614
15.25062,39.26165
15.24813,39.26215
15.24688,39.2629
15.23666,39.26439
15.23592,39.26464
15.23567,39.26514
15.22869,39.26738
15.22022,39.26788
15.21349,39.26813
15.21175,39.26838
15.20975,39.26863
15.20851,39.26962
15.20053,39.27037
15.1948,39.27087
15.18509,39.27137
15.1816,39.27162
15.1811,39.27187
15.17063,39.27212
15.1659,39.27237
15.16116,39.27286
15.16092,39.34014
15.16017,39.34039
15.15942,39.34064
15.15917,39.34114
15.15817,39.34139
15.15768,39.34188
15.15743,39.34213
15.15618,39.34238
15.15444,39.34288
15.15219,39.34363
15.14945,39.34463
15.1492,39.34712
15.14846,39.34737
15.14821,39.34762
15.14671,39.34811
15.14572,39.34836
15.14447,39.34886
15.14347,39.34936
15.14123,39.34961
15.137,39.35011
15.13401,39.35036
15.13201,39.35061
15.13077,39.35708
15.12927,39.35783
15.12778,39.35858
15.12578,39.35883
15.12155,39.37403
15.11955,39.37652
15.11706,39.37702
15.11557,39.37826
15.10984,39.38026
15.10959,39.40368
15.10685,39.40418
15.1046,39.40916
15.10012,39.40966
15.09713,39.41315
15.09513,39.4139
15.0899,39.41639
15.0899,39.41664
15.08716,39.41689
15.08392,39.41763
15.08218,39.41788
15.08043,39.41863
15.07869,39.41988
15.07719,39.42013
15.07645,39.42162
15.07395,39.4266
15.06922,39.44604
15.06399,39.44629
15.0605,39.44679
15.0605,39.44704
15.05626,39.44753
15.05452,39.45252
15.05178,39.45277
15.0438,39.45302
15.04281,39.45401
15.03982,39.45426
15.03583,39.45476
15.03508,39.45501
15.03384,39.45775
15.02611,39.49438
15.02312,39.49463
15.01515,39.49961
15.01166,39.5036
15.01042,39.50933
15.00892,39.51381
15.00792,39.51755
15.00743,39.5183
15.00668,39.51855
15.00618,39.5188
15.00568,39.51955
15.00543,39.51979
15.00518,39.52004
15.00493,39.52129
15.00444,39.52154
15.00394,39.52179
15.00145,39.52229
15.0007,39.52278
14.99995,39.52602
14.9987,39.52627
14.99596,39.52652
14.99347,39.52777
14.99297,39.53773
14.99198,39.53823
14.98899,39.54023
14.98575,39.54048
14.9855,39.54072
14.98002,39.54122
14.97852,39.54147
14.97329,39.54222
14.96806,39.54297
14.96806,39.54322
14.96781,39.55667
14.96382,39.55916
14.95834,39.55941
14.95709,39.55966
14.95684,39.55991
14.9541,39.56016
14.95385,39.5629
14.95335,39.56489
14.94812,39.56564
14.94463,39.56589
14.94414,39.56788
14.93292,39.56813
14.93093,39.58682
14.93068,39.58882
14.92844,39.59031
14.91698,39.59106
14.91,39.59181
14.9085,39.59355
14.89754,39.59629
14.89654,39.59828
14.89629,39.59878
14.89605,39.60725
14.89181,39.60825
14.89031,39.60875
14.88932,39.60925
14.88707,39.6095
14.88259,39.63342
14.87761,39.63392
14.86515,39.63541
14.86365,39.63566
14.85917,39.63591
14.85892,39.63616
14.85867,39.63641
14.85767,39.63666
14.85742,39.6384
14.85742,39.67528
14.85593,39.67652
14.85119,39.67677
14.8492,39.67702
14.84746,39.67777
14.84496,39.67802
14.84048,39.67827
14.84023,39.68873
14.82777,39.68898
14.82254,39.68998
14.82005,39.72337
14.81681,39.72437
14.80983,39.72486
14.80784,39.72636
14.80684,39.72736
14.80261,39.72785
14.79463,39.72835
14.79214,39.7286
14.79214,39.72935
14.78915,39.72985
14.78292,39.73358
14.77893,39.73433
14.77744,39.73533
14.77569,39.73757
14.77545,39.73782
14.7747,39.75252
14.76448,39.75302
14.76149,39.75327
14.75352,39.75726
14.75302,39.76
14.75152,39.76025
14.75128,39.79638
14.75103,39.79663
14.75003,39.79687
14.74455,39.79712
14.74106,39.79737
14.72561,39.80086
14.72412,39.80111
14.72212,39.80335
14.72187,39.8036
14.71863,39.80385
14.71141,39.81133
14.70966,39.81158
14.70044,39.81282
14.69372,39.81307
14.69272,39.8198
14.68824,39.82005
14.684,39.82055
14.68151,39.82079
14.67951,39.82354
14.67827,39.84372
14.6678,39.84546
14.66631,39.84571
14.66382,39.84696
14.66132,39.84795
14.65584,39.8487
14.64986,39.84945
14.64762,39.8502
14.64264,39.85045
14.64089,39.8507
14.6399,39.85094
14.63541,39.85468
14.63392,39.85493
14.63367,39.85792
14.63242,39.85842
14.62794,39.85867
14.62445,39.85917
14.62345,39.85942
14.62295,39.8659
14.6222,39.93317
14.62171,39.93342
14.62071,39.93367
14.62021,39.93417
14.61971,39.93442
14.61897,39.93492
14.61772,39.93541
14.61697,39.93591
14.61523,39.93666
14.61373,39.93766
14.61298,39.9389
14.61249,39.9394
14.61199,39.93965
14.61149,39.9399
14.60975,39.9404
14.60476,39.9409
14.60302,39.94189
14.60102,39.95435
14.59903,39.9546
14.59803,39.95485
14.59704,39.9551
14.59604,39.96133
14.59305,39.96208
14.59006,39.96257
14.58732,39.96382
14.58533,39.96556
14.58483,39.96656
14.57984,39.96781
14.57935,39.9713
14.57536,39.97279
14.57312,39.97304
14.56589,39.97703
14.56489,39.98076
14.56215,39.98251
14.55692,39.98276
14.54646,39.98301
14.54521,39.9855
14.54421,39.98575
14.53973,39.986
14.53923,39.98625
14.53823,39.98749
14.53773,39.98899
14.53649,39.98924
14.53151,39.98948
14.52677,39.98998
14.52528,39.99023
14.52278,39.99048
14.52079,40.00493
14.51855,40.00643
14.51431,40.00693
14.51107,40.00967
14.5041,40.00992
14.50136,40.01066
14.50011,40.01091
14.49762,40.01141
14.4894,40.01166
14.48915,40.04954
14.48366,40.04978
14.48092,40.05028
14.47893,40.05477
14.47569,40.05502
14.47494,40.05527
14.4737,40.05552
14.46921,40.05576
14.46572,40.06274
14.45227,40.06374
14.45028,40.06399
14.44753,40.07395
14.43258,40.0747
14.43134,40.07744
14.42785,40.07844
14.42112,40.0889
14.41938,40.08915
14.41763,40.0899
14.41464,40.0909
14.41091,40.09214
14.40941,40.09239
14.40941,40.09264
14.40169,40.10087
14.39745,40.10136
14.39745,40.10161
14.38898,40.10186
14.38723,40.12279
14.38524,40.12354
14.37901,40.14547
14.37702,40.14572
14.36979,40.14597
14.35883,40.14646
14.35758,40.16665
14.35559,40.17063
14.35484,40.17138
14.35385,40.17163
14.3536,40.17213
14.34811,40.17337
14.34488,40.19331
14.32519,40.19356
14.3237,40.19406
14.32145,40.19655
14.31522,40.19705
14.31448,40.20004
14.30999,40.20053
14.30351,40.20078
14.30276,40.20103
14.30177,40.20527
14.29604,40.20627
14.29579,40.20651
14.29479,40.20701
14.2933,40.20776
14.29305,40.20801
14.29056,40.20826
14.28856,40.20901
14.28831,40.24165
14.28781,40.2419
14.28632,40.24264
14.28557,40.24289
14.28383,40.24314
14.28183,40.24339
14.2781,40.25585
14.2781,40.2561
14.2776,40.2566
14.27336,40.26058
14.27311,40.26108
14.27212,40.26158
14.27012,40.26233
14.26414,40.26258
14.26389,40.26357
14.26215,40.26457
14.26115,40.26507
14.25966,40.26532
14.25642,40.26582
14.25542,40.26681
14.2482,40.26706
14.24745,40.26731
14.24546,40.26756
14.24546,40.26806
14.24122,40.26831
14.24047,40.26856
14.23449,40.26906
14.23125,40.27005
14.22951,40.27279
14.22502,40.27329
14.22203,40.27379
14.22203,40.27429
14.22153,40.27603
14.22104,40.27628
14.21904,40.31416
14.21805,40.31441
14.21182,40.3154
14.21157,40.31565
14.19736,40.3174
14.19537,40.31989
14.18889,40.32163
14.18839,40.32537
14.18815,40.32587
14.18366,40.32811
14.17793,40.3301
14.17569,40.33035
14.17519,40.33409
14.16871,40.33434
14.16597,40.34755
14.157,40.3478
14.15376,40.34854
14.14678,40.34904
14.14504,40.34954
14.13333,40.34979
14.13308,40.35029
14.12635,40.35103
14.12361,40.37819
14.11364,40.37869
14.1119,40.38069
14.1104,40.38094
14.09595,40.38193
14.0957,40.44398
14.0952,40.44423
14.09495,40.44497
14.09471,40.44522
14.09396,40.44547
14.09321,40.44572
14.09221,40.44597
14.09147,40.44622
14.09047,40.44647
14.08823,40.44672
14.08798,40.44796
14.08673,40.44821
14.08623,40.44846
14.08299,40.44871
14.08275,40.4507
14.08225,40.45095
14.08025,40.45145
14.07901,40.45195
14.07876,40.45245
14.07751,40.45344
14.07627,40.45419
14.07452,40.45494
14.07452,40.45519
14.07402,40.45569
14.07153,40.45693
14.07128,40.46889
14.06779,40.47188
14.06705,40.47587
14.06655,40.47612
14.0653,40.47961
14.06181,40.48085
14.05534,40.48185
14.04911,40.48509
14.04761,40.48957
14.04213,40.49082
14.03964,40.49406
14.03615,40.4958
14.03416,40.49605
14.03366,40.51399
14.03266,40.51424
14.02992,40.51948
14.02818,40.51972
14.02045,40.52022
14.01397,40.52645
14.00426,40.52745
13.99977,40.5277
13.9908,40.53193
13.99055,40.53418
13.9903,40.53467
13.97361,40.53517
13.97062,40.53542
13.96713,40.53941
13.96613,40.5414
13.96239,40.54215
13.9609,40.57803
13.95666,40.58252
13.95567,40.58277
13.95442,40.58451
13.95093,40.588
13.95068,40.58825
13.94994,40.60743
13.94844,40.60893
13.9472,40.60918
13.94445,40.60993
13.94346,40.6174
13.94221,40.62438
13.93997,40.62463
13.92751,40.62488
13.92377,40.6311
13.91331,40.6316
13.90533,40.63185
13.90334,40.64232
13.90309,40.64257
13.89811,40.64356
13.88316,40.65179
13.88067,40.65278
13.87793,40.65328
13.87269,40.65353
13.8697,40.66773
13.86297,40.66798
13.85998,40.66823
13.8545,40.66848
13.84852,40.66873
13.83781,40.66923
13.83681,40.67571
13.83482,40.67596
13.83482,40.6772
13.83083,40.67745
13.83008,40.67895
13.82684,40.70013
13.82535,40.70062
13.82311,40.70087
13.82286,40.70112
13.80741,40.71109
13.80268,40.71134
13.79794,40.71383
13.79769,40.71408
13.7947,40.71433
13.7942,40.71508
13.79196,40.72903
13.78224,40.73052
13.78199,40.73227
13.78075,40.73252
13.77302,40.75669
13.77277,40.75694
13.76081,40.75719
13.75932,40.75968
13.74686,40.76018
13.74561,40.76043
13.74412,40.76067
13.73914,40.76092
13.72643,40.76167
13.72618,40.76292
13.7187,40.76317
13.71522,40.76491
13.71247,40.76516
13.71247,40.79705
13.70625,40.79755
13.69578,40.7988
13.6888,40.80029
13.68282,40.80104
13.68257,40.80154
13.67485,40.80229
13.67261,40.80254
13.67086,40.80303
13.67012,40.80577
13.66887,40.80652
13.66139,40.80677
13.65392,40.80777
13.64968,40.80802
13.64246,40.80901
13.64171,40.8287
13.64021,40.82895
13.63972,40.8297
13.63149,40.83767
13.62726,40.83792
13.61804,40.83842
13.61679,40.83867
13.61355,40.83916
13.6133,40.83966
13.61281,40.84141
13.60982,40.84166
13.60533,40.8419
13.60458,40.84215
13.60433,40.84465
13.59985,40.84689
13.5996,40.90519
13.59935,40.90544
13.5991,40.90594
13.59786,40.90619
13.59686,40.90669
13.59636,40.90694
13.59561,40.90719
13.59511,40.90769
13.59412,40.90794
13.59387,40.92762
13.59287,40.92812
13.59212,40.92837
13.59088,40.92862
13.59063,40.92887
13.59013,40.92912
13.58913,40.92961
13.58814,40.93011
13.58739,40.93061
13.58689,40.93086
13.58664,40.93111
13.58639,40.93136
13.5854,40.93186
13.57942,40.9346
13.57842,40.93809
13.57767,40.93858
13.57692,40.93908
13.57468,40.93933
13.57119,40.94033
13.5707,40.94058
13.5697,40.94108
13.56895,40.94332
13.5682,40.94407
13.56671,40.94431
13.56596,40.94581
13.56148,40.9473
13.56148,40.9498
13.554,40.95179
13.55201,40.95528
13.55126,40.96051
13.55076,40.96076
13.54827,40.96226
13.54628,40.9625
13.54005,40.96649
13.5383,40.97247
13.5383,40.97272
13.53731,40.97422
13.53481,40.97446
13.53207,40.97471
13.53182,40.97546
13.5241,40.97571
13.5231,40.97945
13.52061,40.97995
13.52036,40.9802
13.51812,40.98069
13.51289,40.98119
13.50741,40.98144
13.50367,40.98169
13.49644,40.98294
13.49196,40.98543
13.49121,40.98618
13.48722,40.98643
13.48373,40.98767
13.48274,41.01782
13.47975,41.02355
13.47676,41.03053
13.47501,41.03078
13.47327,41.03452
13.47152,41.03676
13.47128,41.03726
13.47028,41.038
13.46579,41.03825
13.46579,41.0385
13.46031,41.03875
13.45558,41.04548
13.45284,41.04747
13.44511,41.04772
13.44187,41.04971
13.43888,41.05869
13.43714,41.05918
13.43689,41.05943
13.4334,41.06192
13.43041,41.06367
13.42642,41.06467
13.42343,41.06541
13.41671,41.06815
13.41621,41.0684
13.41446,41.08161
13.40599,41.08211
13.40524,41.08385
13.39154,41.08584
13.39079,41.08659
13.39054,41.08684
13.38755,41.12148
13.38656,41.12173
13.38332,41.13643
13.38282,41.13668
13.38207,41.13917
13.38132,41.13942
13.3731,41.14016
13.36612,41.14041
13.36189,41.14066
13.35865,41.14216
13.35566,41.14241
13.35516,41.14266
13.35441,41.15237
13.34694,41.15262
13.34594,41.17206
13.34121,41.17306
13.34021,41.17405
13.33622,41.17455
13.33074,41.1758
13.32725,41.17605
13.31729,41.17629
13.31604,41.17928
13.31355,41.17953
13.30782,41.18028
13.30508,41.18053
13.29461,41.18078
13.29461,41.20545
13.29337,41.21417
13.29262,41.21442
13.29013,41.23061
13.28365,41.23136
13.2824,41.23236
13.27991,41.23261
13.27592,41.23286
13.27368,41.23435
13.27244,41.2346
13.26596,41.23485
13.26272,41.2356
13.26247,41.23585
13.25998,41.23659
13.25998,41.23684
13.25948,41.23934
13.25674,41.24282
13.25599,41.24955
13.24951,41.2503
13.24802,41.2508
13.23282,41.25105
13.23132,41.25154
13.22958,41.28444
13.22185,41.28842
13.21687,41.28992
13.21263,41.29017
13.20915,41.29042
13.2064,41.29565
13.20541,41.29739
13.20242,41.30238
13.19843,41.30462
13.18398,41.30487
13.17601,41.30562
13.17476,41.30736
13.17401,41.31234
13.15408,41.31384
13.14511,41.31434
13.13938,41.3238
13.13763,41.32405
13.13165,41.33153
13.1314,41.35096
13.12841,41.35196
13.11795,41.35246
13.11321,41.35321
13.11296,41.35346
13.11222,41.41749
13.11122,41.41774
13.11072,41.41799
13.10948,41.41824
13.10923,41.41849
13.10873,41.41874
13.10649,41.41899
13.10624,41.42048
13.10549,41.42073
13.10499,41.42098
13.10449,41.42123
13.10399,41.42148
13.10026,41.42173
13.09951,41.42347
13.09926,41.42522
13.09826,41.42572
13.09801,41.42621
13.09702,41.42646
13.09652,41.42696
13.09552,41.42721
13.08954,41.42771
13.08705,41.42796
13.08556,41.43294
13.08431,41.43419
13.08207,41.43494
13.07982,41.43568
13.07733,41.43743
13.07659,41.43818
13.07509,41.44166
13.07484,41.44191
13.0711,41.44416
13.06961,41.4444
13.06737,41.44739
13.06537,41.44789
13.06263,41.44814
13.05815,41.45288
13.05466,41.45313
13.05341,41.45686
13.05341,41.45711
13.04893,41.45786
13.04519,41.45836
13.0417,41.47082
13.03796,41.47107
13.03647,41.4753
13.03323,41.47555
13.03149,41.4758
13.03099,41.47605
13.02476,41.4763
13.02326,41.47655
13.02202,41.47705
13.02127,41.47954
13.01878,41.48004
13.01579,41.48029
13.01155,41.4905
13.01031,41.49075
13.00657,41.491
13.00233,41.49125
12.9971,41.49249
12.99536,41.49274
12.99386,41.49499
12.99361,41.49648
12.98614,41.52838
12.98464,41.52962
12.9814,41.53361
12.97094,41.53386
12.97044,41.53934
12.96894,41.54009
12.96869,41.54034
12.96795,41.54183
12.96745,41.54258
12.96047,41.54283
12.95673,41.54333
12.95599,41.54407
12.95449,41.54432
12.95175,41.55354
12.94527,41.55379
12.93605,41.55554
12.93481,41.55578
12.93107,41.55603
12.92584,41.55678
12.92085,41.57074
12.91811,41.57098
12.91213,41.57123
12.91014,41.57148
12.90889,41.57173
12.90167,41.57198
12.8912,41.58319
12.88398,41.60537
12.88148,41.60612
12.87152,41.60662
12.86902,41.60711
12.86853,41.61035
12.86529,41.61309
12.85881,41.63378
12.85482,41.63403
12.8299,41.63427
12.82766,41.64524
12.82667,41.64574
12.82542,41.64898
12.82492,41.65022
12.82442,41.65047
12.8177,41.65072
12.81745,41.65172
12.81745,41.67738
12.81421,41.67763
